RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
2469,9058 S Commercial Ave,10,46,South Chicago,1,41.730835,-87.551431,1,41.730835,-87.551431,"(41.730835, -87.551431)",25,42,21202,175,47,47
3970,623 S Wabash Ave,2,32,Loop,2,41.874029,-87.625824,1,41.874029,-87.625824,"(41.874029, -87.625824)",35,38,14913,368,36,48
4576,8230 S Kedzie Ave,18,70,Ashburn,1,41.743684,-87.702392,1,41.743684,-87.702392,"(41.743684, -87.702392)",8,69,4300,199,30,6
4245,4859 S Wabash Ave,3,38,Grand Boulevard,1,41.806389,-87.624191,1,41.806389,-87.624191,"(41.806389, -87.624191)",10,4,21192,448,9,12
2152,5958 W Belmont Ave,38,15,Portage Park,1,41.938591,-87.775251,1,41.938591,-87.775251,"(41.938591, -87.775251)",52,15,22254,342,21,25
5058,915 W Wilson Ave,46,3,Uptown,2,41.965289,-87.652915,1,41.965289,-87.652915,"(41.965289, -87.652915)",15,31,22616,20,39,37
5913,5155 N Western Ave,47,4,Lincoln Square,1,41.975307,-87.688941,1,41.975307,-87.688941,"(41.975307, -87.688941)",20,6,21849,54,24,13
3043,8258 W Irving Park Rd,36,17,Dunning,2,41.952133,-87.833817,1,41.952133,-87.833817,"(41.952133, -87.833817)",52,17,22254,445,19,39
4345,6220 N Olcott Ave,41,10,Norwood Park,3,41.994133,-87.813837,1,41.994133,-87.813837,"(41.994133, -87.813837)",17,36,22243,733,29,34
6096,6330 S Kedzie Ave,15,66,Chicago Lawn,1,41.77794,-87.703214,1,41.77794,-87.703214,"(41.77794, -87.703214)",58,64,21867,293,6,44
4982,550 W Washington Blvd,42,28,Near West Side,1,41.883281,-87.641375,1,41.883281,-87.641375,"(41.883281, -87.641375)",45,29,4452,784,36,22
6014,5800 W Grand Ave,37,19,Belmont Cragin,1,41.91978,-87.770824,1,41.91978,-87.770824,"(41.91978, -87.770824)",2,19,22615,57,44,4
6649,5025 N Paulina St,47,3,Uptown,1,41.972783,-87.670932,0,41.972783,-87.670932,"(41.972783, -87.670932)",15,31,22616,610,18,13
6088,843 W Adams St,2,28,Near West Side,1,41.879061,-87.648713,1,41.879061,-87.648713,"(41.879061, -87.648713)",44,29,14917,91,26,48
6733,814 N Franklin St,27,8,Near North Side,1,41.897041,-87.635867,0,41.897041,-87.635867,"(41.897041, -87.635867)",54,37,14926,652,46,41
6170,600 N Michigan Ave,42,8,Near North Side,2,41.892599,-87.624235,1,41.892599,-87.624235,"(41.892599, -87.624235)",6,37,21182,159,36,22
6507,838 W Montrose Ave,46,3,Uptown,1,41.961933,-87.651371,0,41.961933,-87.651371,"(41.961933, -87.651371)",15,31,22616,20,39,37
2026,6020 W Ardmore Ave,45,10,Norwood Park,2,41.986692,-87.778728,1,41.986692,-87.778728,"(41.986692, -87.778728)",18,36,22532,656,50,20
4735,6424 S Pulaski Rd,13,65,West Lawn,1,41.776377,-87.722874,1,41.776377,-87.722874,"(41.776377, -87.722874)",58,63,21867,6,15,23
1562,965 W 95th St,21,73,Washington Heights,2,41.721215,-87.647435,1,41.721215,-87.647435,"(41.721215, -87.647435)",13,72,22212,592,13,18
7392,6714 W Belmont Ave,36,17,Dunning,1,41.938315,-87.793848,0,41.938315,-87.793848,"(41.938315, -87.793848)",52,17,22254,396,44,39
2939,6200 S Halsted Pky,16,68,Englewood,1,41.781478,-87.64304,1,41.781478,-87.64304,"(41.781478, -87.64304)",11,66,21559,22,2,19
2380,627 N Clark St,42,8,Near North Side,1,41.893334,-87.631044,1,41.893334,-87.631044,"(41.893334, -87.631044)",55,37,4446,670,36,22
2223,6359 N Broadway St,49,77,Edgewater,1,41.99733,-87.660337,1,41.99733,-87.660337,"(41.99733, -87.660337)",14,76,4451,212,16,3
257,5050 W Armitage Ave,31,19,Belmont Cragin,1,41.916913,-87.752727,0,41.916913,-87.752727,"(41.916913, -87.752727)",2,19,22615,306,44,7
4997,5440 S Kedzie Ave,14,63,Gage Park,1,41.794639,-87.703767,1,41.794639,-87.703767,"(41.794639, -87.703767)",56,61,22248,776,8,49
4572,8340 S Kedzie Ave,18,70,Ashburn,1,41.741382,-87.702345,1,41.741382,-87.702345,"(41.741382, -87.702345)",8,69,4300,198,30,6
2619,820 W Eastman St,32,8,Near North Side,1,41.907568,-87.648974,1,41.907568,-87.648974,"(41.907568, -87.648974)",49,37,22620,108,46,16
6187,931 W Eastwood Ave,46,3,Uptown,2,41.966252,-87.653506,1,41.966252,-87.653506,"(41.966252, -87.653506)",15,31,22616,19,39,37
2081,6800 N Ashland Blvd,49,1,Rogers Park,1,42.00551,-87.670086,1,42.00551,-87.670086,"(42.00551, -87.670086)",9,10,21853,49,5,3
3594,5480 N Northwest Highway Hwy,45,11,Jefferson Park,1,41.980051,-87.777447,1,41.980051,-87.777447,"(41.980051, -87.777447)",48,11,21869,693,50,20
3642,7900 S Perry Ave,17,44,Chatham,1,41.7507,-87.627213,1,41.7507,-87.627213,"(41.7507, -87.627213)",59,40,21554,1,31,17
468,520 N Ogden Ave,27,24,West Town,1,41.891585,-87.658788,0,41.891585,-87.658788,"(41.891585, -87.658788)",49,25,22620,521,41,41
3010,936 W Huron St,27,24,West Town,2,41.895157,-87.651402,1,41.895157,-87.651402,"(41.895157, -87.651402)",49,25,22620,522,46,41
3936,7201 W Touhy Ave,41,9,Edison Park,4,42.011643,-87.806741,1,42.011643,-87.806741,"(42.011643, -87.806741)",17,77,22243,654,29,34
1400,750 E 47th St,4,38,Grand Boulevard,1,41.809652,-87.607338,1,41.809652,-87.607338,"(41.809652, -87.607338)",36,4,4301,165,10,1
4675,69 E Madison St,42,32,Loop,1,41.882017,-87.625434,1,41.882017,-87.625434,"(41.882017, -87.625434)",34,38,14311,367,36,22
4233,5900 N Nina Ave,41,10,Norwood Park,2,41.988179,-87.802925,1,41.988179,-87.802925,"(41.988179, -87.802925)",17,36,22243,733,29,34
5208,5647 N Milwaukee Ave,45,11,Jefferson Park,1,41.984118,-87.775232,1,41.984118,-87.775232,"(41.984118, -87.775232)",18,11,22532,701,50,20
4199,5126 N Kenmore Ave,48,3,Uptown,3,41.975595,-87.656489,1,41.975595,-87.656489,"(41.975595, -87.656489)",15,31,22616,634,16,40
2455,6401 S Coast Guard Dr,5,42,Woodlawn,1,41.780581,-87.574562,1,41.780581,-87.574562,"(41.780581, -87.574562)",24,9,22538,134,33,32
1065,6624 N Clark St,40,1,Rogers Park,1,42.002351,-87.672277,0,42.002351,-87.672277,"(42.002351, -87.672277)",9,10,21853,242,5,46
2207,5937 N Broadway St,48,77,Edgewater,2,41.990074,-87.660122,1,41.990074,-87.660122,"(41.990074, -87.660122)",14,76,4451,213,16,40
3599,6088 N Northwest Highway Hwy,41,10,Norwood Park,2,41.991924,-87.798583,1,41.991924,-87.798583,"(41.991924, -87.798583)",17,36,22243,657,29,34
2088,6450 N Ashland Ave,40,1,Rogers Park,1,41.99939,-87.670618,1,41.99939,-87.670618,"(41.99939, -87.670618)",9,10,21853,242,24,46
4919,8930 S Muskegon Ave,7,46,South Chicago,1,41.733044,-87.555652,1,41.733044,-87.555652,"(41.733044, -87.555652)",25,42,21202,175,37,43
2923,7356 N Greenview Ave,49,1,Rogers Park,1,42.015328,-87.668278,1,42.015328,-87.668278,"(42.015328, -87.668278)",9,10,21853,357,5,3
5983,966 W 21st St,25,31,Lower West Side,2,41.854019,-87.650303,1,41.854019,-87.650303,"(41.854019, -87.650303)",43,33,14920,250,26,8
3692,5160 S Pulaski Rd,23,62,West Elsdon,2,41.799426,-87.723515,1,41.799426,-87.723515,"(41.799426, -87.723515)",56,60,22248,793,6,35
5189,49 E 95th St,6,49,Roseland,2,41.721696,-87.622278,1,41.721696,-87.622278,"(41.721696, -87.622278)",19,45,21546,567,43,31
2191,753 W Briar Pl,44,6,Lake View,2,41.938945,-87.648078,1,41.938945,-87.648078,"(41.938945, -87.648078)",22,57,4449,682,25,38
567,806 E 64th St.,20,42,Woodlawn,2,41.777792,-87.604524,0,41.777792,-87.604524,"(41.777792, -87.604524)",60,9,22260,347,4,53
4662,836 W Wellington Ave,44,6,Lake View,2,41.936489,-87.650083,1,41.936489,-87.650083,"(41.936489, -87.650083)",22,57,4449,681,25,38
5835,560 E 71st St,6,69,Greater Grand Crossing,2,41.765924,-87.611079,1,41.765924,-87.611079,"(41.765924, -87.611079)",60,67,21546,480,32,31
3693,6500 S Pulaski Rd,13,65,West Lawn,2,41.774903,-87.72277,1,41.774903,-87.72277,"(41.774903, -87.72277)",58,63,21867,6,15,23
3433,95 N Michigan Ave,42,32,Loop,1,41.883076,-87.624036,1,41.883076,-87.624036,"(41.883076, -87.624036)",41,38,14309,580,36,22
4909,4922 S Throop St,16,61,New City,1,41.804381,-87.657742,1,41.804381,-87.657742,"(41.804381, -87.657742)",37,59,14924,739,4,19
6289,7 E 111th St,9,49,Roseland,1,41.69154,-87.622753,1,41.69154,-87.622753,"(41.69154, -87.622753)",19,45,21861,253,43,30
3707,5002 N Pulaski Rd,39,13,North Park,1,41.971971,-87.728252,1,41.971971,-87.728252,"(41.971971, -87.728252)",48,13,21869,748,38,28
2988,6000 W Higgins Ave,45,11,Jefferson Park,1,41.973294,-87.778341,1,41.973294,-87.778341,"(41.973294, -87.778341)",48,11,21869,779,50,20
2491,8501 S Cottage Grove Ave,8,44,Chatham,1,41.740086,-87.604743,1,41.740086,-87.604743,"(41.740086, -87.604743)",61,40,21546,141,35,9
3858,7057 S South Shore Dr,5,43,South Shore,1,41.766764,-87.566289,1,41.766764,-87.566289,"(41.766764, -87.566289)",24,39,22538,142,33,32
2235,5323 N Broadway St,48,77,Edgewater,1,41.978653,-87.659745,1,41.978653,-87.659745,"(41.978653, -87.659745)",15,76,22616,160,16,40
7144,6301 S Western Ave,15,66,Chicago Lawn,1,41.779196,-87.683589,0,41.779196,-87.683589,"(41.779196, -87.683589)",23,64,22257,370,2,44
2473,9001 S Commercial Ave,10,46,South Chicago,1,41.731694,-87.551093,1,41.731694,-87.551093,"(41.731694, -87.551093)",25,42,21202,175,47,47
4349,6525 N Hiawatha Ave,41,12,Forest Glen,4,41.999484,-87.761823,1,41.999484,-87.761823,"(41.999484, -87.761823)",18,12,22532,782,29,34
2430,5559 N Clark St,48,77,Edgewater,1,41.982983,-87.668457,1,41.982983,-87.668457,"(41.982983, -87.668457)",15,76,4451,540,16,40
1298,744 W 103rd St,34,73,Washington Heights,1,41.707068,-87.641929,1,41.707068,-87.641929,"(41.707068, -87.641929)",19,72,21861,593,22,45
2125,5400 W Belmont Ave,38,15,Portage Park,2,41.938724,-87.76173,1,41.938724,-87.76173,"(41.938724, -87.76173)",21,15,22618,361,21,25
6163,5110 N Damen Ave,47,4,Lincoln Square,1,41.974522,-87.679511,1,41.974522,-87.679511,"(41.974522, -87.679511)",20,6,21849,106,24,13
1179,5237 W Lake St,28,25,Austin,1,41.887083,-87.756181,0,41.887083,-87.756181,"(41.887083, -87.756181)",32,26,22216,674,45,11
4208,5329 S Oak Park Ave,23,56,Garfield Ridge,3,41.795315,-87.791452,1,41.795315,-87.791452,"(41.795315, -87.791452)",7,53,22268,588,6,35
4217,5625 S Mobile Ave,23,56,Garfield Ridge,2,41.79045,-87.779207,1,41.79045,-87.779207,"(41.79045, -87.779207)",7,53,22268,590,15,35
3557,954 W Newport Ave,44,6,Lake View,7,41.944563,-87.652785,1,41.944563,-87.652785,"(41.944563, -87.652785)",22,57,4449,731,25,38
5450,4945 N Sheridan Rd,48,3,Uptown,2,41.972359,-87.654726,1,41.972359,-87.654726,"(41.972359, -87.654726)",15,31,22616,635,16,40
7123,537 N Wells St,42,8,Near North Side,1,41.891752,-87.633901,0,41.891752,-87.633901,"(41.891752, -87.633901)",55,37,4446,670,36,22
2394,860 N Clark St,42,8,Near North Side,2,41.898178,-87.631465,1,41.898178,-87.631465,"(41.898178, -87.631465)",54,37,14926,310,11,22
4759,500 E 51st St,3,38,Grand Boulevard,2,41.802182,-87.614023,1,41.802182,-87.614023,"(41.802182, -87.614023)",10,4,21192,394,9,12
4658,7400 N Ashland Blvd,49,1,Rogers Park,2,42.016119,-87.670433,1,42.016119,-87.670433,"(42.016119, -87.670433)",9,10,21853,489,5,3
5001,5300 S Blackstone Ave,4,41,Hyde Park,1,41.799358,-87.590596,1,41.799358,-87.590596,"(41.799358, -87.590596)",10,8,21192,500,33,1
2459,801 S Columbus Dr,42,32,Loop,1,41.876282,-87.620539,1,41.876282,-87.620539,"(41.876282, -87.620539)",35,38,14913,367,36,22
5931,4901 W Irving Park Rd,45,15,Portage Park,1,41.953271,-87.749985,1,41.953271,-87.749985,"(41.953271, -87.749985)",21,15,22618,360,50,20
4363,5221 W Congress Pky,29,25,Austin,2,41.873795,-87.755523,1,41.873795,-87.755523,"(41.873795, -87.755523)",32,26,22216,68,7,52
6061,952 W Armitage Ave,43,7,Lincoln Park,2,41.918225,-87.652573,1,41.918225,-87.652573,"(41.918225, -87.652573)",16,68,21190,744,34,51
2045,909 W Armitage Ave,43,7,Lincoln Park,2,41.917999,-87.651336,1,41.917999,-87.651336,"(41.917999, -87.651336)",16,68,21190,168,34,51
5925,5705 W Irving Park Rd,38,15,Portage Park,1,41.953021,-87.769707,1,41.953021,-87.769707,"(41.953021, -87.769707)",52,15,22254,311,19,25
4959,6741 S Michigan Ave,20,69,Greater Grand Crossing,2,41.772068,-87.621686,1,41.772068,-87.621686,"(41.772068, -87.621686)",60,67,22260,514,32,53
5916,5747 W Irving Park Rd,38,15,Portage Park,1,41.953003,-87.771023,1,41.953003,-87.771023,"(41.953003, -87.771023)",52,15,22254,311,19,25
3576,5133 W North Ave,37,25,Austin,1,41.909464,-87.754788,1,41.909464,-87.754788,"(41.909464, -87.754788)",5,26,22615,600,45,4
4293,939 N Western Ave,32,24,West Town,1,41.89866,-87.68673,1,41.89866,-87.68673,"(41.89866, -87.68673)",4,25,21560,541,41,16
4575,8300 S Kedzie Ave,18,70,Ashburn,1,41.742384,-87.702301,1,41.742384,-87.702301,"(41.742384, -87.702301)",8,69,4300,199,30,6
2983,630 W Harrison St,2,28,Near West Side,3,41.874501,-87.642935,1,41.874501,-87.642935,"(41.874501, -87.642935)",44,29,14917,97,26,48
3374,6341 N McCormick Rd,50,13,North Park,3,41.996194,-87.712,1,41.996194,-87.712,"(41.996194, -87.712)",50,13,4450,747,27,42
2090,5153 N Ashland Ave,48,3,Uptown,2,41.97559,-87.669425,1,41.97559,-87.669425,"(41.97559, -87.669425)",15,31,22616,610,24,40
5331,927 W Wilson Ave,46,3,Uptown,2,41.965286,-87.653142,1,41.965286,-87.653142,"(41.965286, -87.653142)",15,31,22616,20,39,37
3388,600 S Michigan Ave,2,32,Loop,2,41.874375,-87.624306,1,41.874375,-87.624306,"(41.874375, -87.624306)",35,38,14913,368,36,48
3913,8700 S Stony Island Ave,8,48,Calumet Heights,1,41.7367,-87.585815,1,41.7367,-87.585815,"(41.7367, -87.585815)",61,44,21202,490,35,9
6444,5621 W Irving Park Rd,38,15,Portage Park,1,41.953059,-87.767384,0,41.953059,-87.767384,"(41.953059, -87.767384)",52,15,22254,311,19,25
1999,7146 W Addison St,36,17,Dunning,2,41.945435,-87.805148,1,41.945435,-87.805148,"(41.945435, -87.805148)",52,17,22254,444,19,39
3749,7416 N Ridge Blvd,49,2,West Ridge,1,42.016306,-87.684445,1,42.016306,-87.684445,"(42.016306, -87.684445)",12,20,22528,341,5,3
6383,540 N Michigan Ave,42,8,Near North Side,2,41.891947,-87.624335,1,41.891947,-87.624335,"(41.891947, -87.624335)",6,37,21182,626,36,22
2479,5500 S Cornell Ave,5,41,Hyde Park,1,41.79501,-87.585584,1,41.79501,-87.585584,"(41.79501, -87.585584)",60,8,22260,502,33,32
6454,909 W Washington Blvd,27,28,Near West Side,1,41.882979,-87.650086,0,41.882979,-87.650086,"(41.882979, -87.650086)",44,29,14917,63,26,41
368,6040 N Kilpatrick Ave,39,12,Forest Glen,9,41.990701,-87.746065,0,41.990701,-87.746065,"(41.990701, -87.746065)",18,12,22532,713,38,28
5095,8458 S Mackinaw Ave,10,46,South Chicago,1,41.741897,-87.543162,1,41.741897,-87.543162,"(41.741897, -87.543162)",25,42,21202,506,47,47
4904,5215 N Damen Ave,40,4,Lincoln Square,1,41.976494,-87.679208,1,41.976494,-87.679208,"(41.976494, -87.679208)",15,6,22616,664,24,46
5068,6102 N Milwaukee Ave,45,10,Norwood Park,1,41.992273,-87.783303,1,41.992273,-87.783303,"(41.992273, -87.783303)",18,36,22532,656,38,20
2435,5260 N Clark St,40,77,Edgewater,2,41.977493,-87.668553,1,41.977493,-87.668553,"(41.977493, -87.668553)",15,76,22616,564,24,46
3564,5724 W North Ave,29,25,Austin,1,41.909468,-87.768803,1,41.909468,-87.768803,"(41.909468, -87.768803)",2,26,22615,597,7,52
3686,7500 S Pulaski Rd,13,65,West Lawn,1,41.756287,-87.722304,1,41.756287,-87.722304,"(41.756287, -87.722304)",8,63,4300,318,30,23
4133,6418 S Western Ave,15,66,Chicago Lawn,1,41.777002,-87.683762,1,41.777002,-87.683762,"(41.777002, -87.683762)",58,64,22257,319,2,44
2172,5017 S Bishop St,16,61,New City,3,41.802761,-87.660987,1,41.802761,-87.660987,"(41.802761, -87.660987)",37,59,14924,677,4,19
5277,525 W Monroe St,2,28,Near West Side,2,41.88044,-87.640387,1,41.88044,-87.640387,"(41.88044, -87.640387)",45,29,14914,786,36,48
256,5044 W Armitage Ave,31,19,Belmont Cragin,1,41.916988,-87.752563,0,41.916988,-87.752563,"(41.916988, -87.752563)",2,19,22615,306,44,7
4102,5806 N Western Ave,40,2,West Ridge,1,41.987081,-87.689729,1,41.987081,-87.689729,"(41.987081, -87.689729)",50,20,4450,15,24,46
226,7547 N Clark St,49,1,Rogers Park,2,42.01865,-87.67581,0,42.01865,-87.67581,"(42.01865, -87.67581)",9,10,21853,489,5,3
4961,6800 S Stewart Ave,6,68,Englewood,2,41.768797,-87.634934,1,41.768797,-87.634934,"(41.768797, -87.634934)",11,66,21559,479,32,31
668,8950 S Cottage Grove Ave,6,44,Chatham,1,41.731767,-87.604899,0,41.731767,-87.604899,"(41.731767, -87.604899)",61,40,21546,430,35,31
378,7091 S South Shore Dr,5,43,South Shore,10,41.766461,-87.566282,0,41.766461,-87.566282,"(41.766461, -87.566282)",24,39,22538,142,33,32
7168,545 W Madison St,42,28,Near West Side,1,41.881757,-87.641328,0,41.881757,-87.641328,"(41.881757, -87.641328)",45,29,4452,786,36,22
3245,5960 W Lawrence Ave,45,15,Portage Park,1,41.9677,-87.777032,1,41.9677,-87.777032,"(41.9677, -87.777032)",48,15,21869,94,50,20
6427,637 W 31st St,11,60,Bridgeport,2,41.837971,-87.642831,1,41.837971,-87.642831,"(41.837971, -87.642831)",40,58,21194,149,48,26
5396,500 S Central Ave,29,25,Austin,2,41.87369,-87.764746,1,41.87369,-87.764746,"(41.87369, -87.764746)",32,26,22216,67,7,52
6677,546 E 67th St,20,42,Woodlawn,1,41.773163,-87.611465,0,41.773163,-87.611465,"(41.773163, -87.611465)",60,9,22260,332,4,53
2424,6974 N Clark St,49,1,Rogers Park,1,42.008537,-87.673926,1,42.008537,-87.673926,"(42.008537, -87.673926)",9,10,21853,49,5,3
4265,78 E Washington St,42,32,Loop,4,41.883317,-87.625151,1,41.883317,-87.625151,"(41.883317, -87.625151)",41,38,14310,580,36,22
1296,821 E 103rd St,9,50,Pullman,3,41.707356,-87.603349,1,41.707356,-87.603349,"(41.707356, -87.603349)",19,47,21861,254,43,30
6009,72 S Wells St,2,32,Loop,1,41.881007,-87.63397,1,41.881007,-87.63397,"(41.881007, -87.63397)",46,38,14914,92,36,48
2895,6402 N Glenwood Ave,40,1,Rogers Park,3,41.998364,-87.66566,1,41.998364,-87.66566,"(41.998364, -87.66566)",9,10,21853,358,5,46
3739,6634 W Raven St,41,10,Norwood Park,1,41.993871,-87.792536,1,41.993871,-87.792536,"(41.993871, -87.792536)",17,36,22243,657,29,34
1454,5711 W 63rd Pl,13,64,Clearing,3,41.776984,-87.764562,1,41.776984,-87.764562,"(41.776984, -87.764562)",7,62,22268,266,15,23
1390,600 W 37th St,11,60,Bridgeport,1,41.827259,-87.641275,1,41.827259,-87.641275,"(41.827259, -87.641275)",37,58,14924,172,48,26
6216,700 N Damen Ave,1,24,West Town,1,41.894183,-87.677082,1,41.894183,-87.677082,"(41.894183, -87.677082)",28,25,21184,547,41,24
3080,6301 S Kedzie Ave,15,66,Chicago Lawn,1,41.778865,-87.703029,1,41.778865,-87.703029,"(41.778865, -87.703029)",58,64,21867,319,31,44
7102,5106 S Pulaski Rd,23,62,West Elsdon,1,41.800111,-87.723537,0,41.800111,-87.723537,"(41.800111, -87.723537)",56,60,22248,793,6,35
6344,7648 N Paulina St,49,1,Rogers Park,2,42.020261,-87.673255,1,42.020261,-87.673255,"(42.020261, -87.673255)",9,10,21853,340,5,3
4781,5533 N Broadway St,48,77,Edgewater,1,41.982419,-87.659857,1,41.982419,-87.659857,"(41.982419, -87.659857)",15,76,22616,145,16,40
3305,6166 N Lincoln Ave,50,13,North Park,5,41.993558,-87.712824,1,41.993558,-87.712824,"(41.993558, -87.712824)",50,13,4450,747,27,42
2471,8901 S Commercial Ave,10,46,South Chicago,1,41.733543,-87.551152,1,41.733543,-87.551152,"(41.733543, -87.551152)",25,42,21202,175,47,47
6271,5316 N Milwaukee Ave,45,11,Jefferson Park,1,41.976906,-87.768985,1,41.976906,-87.768985,"(41.976906, -87.768985)",48,11,21869,693,50,20
4663,800 N Franklin St,27,8,Near North Side,1,41.896729,-87.635841,1,41.896729,-87.635841,"(41.896729, -87.635841)",54,37,14926,652,46,41
5459,4950 N Damen Ave,47,4,Lincoln Square,1,41.971497,-87.679445,1,41.971497,-87.679445,"(41.971497, -87.679445)",20,6,21849,106,24,13
3596,6068 N Northwest Highway Hwy,41,10,Norwood Park,1,41.991536,-87.797923,1,41.991536,-87.797923,"(41.991536, -87.797923)",17,36,22243,657,29,34
6867,651 W Washington Blvd,27,28,Near West Side,1,41.883013,-87.644722,0,41.883013,-87.644722,"(41.883013, -87.644722)",45,29,4452,784,36,41
6193,618 W Addison St,46,6,Lake View,1,41.947944,-87.646049,1,41.947944,-87.646049,"(41.947944, -87.646049)",53,57,21186,726,39,37
4197,6239 N Leavitt St,50,2,West Ridge,3,41.994829,-87.684689,1,41.994829,-87.684689,"(41.994829, -87.684689)",50,20,4450,53,27,42
2228,5227 N Broadway St,48,77,Edgewater,1,41.976909,-87.659687,1,41.976909,-87.659687,"(41.976909, -87.659687)",15,76,22616,160,16,40
5248,925 W Armitage Ave,43,7,Lincoln Park,1,41.91799,-87.651853,1,41.91799,-87.651853,"(41.91799, -87.651853)",16,68,21190,168,34,51
4379,5333 N Western Ave,40,4,Lincoln Square,1,41.978359,-87.689045,1,41.978359,-87.689045,"(41.978359, -87.689045)",20,6,21849,664,24,46
3906,6921 S Stony Island Ave,5,43,South Shore,1,41.769269,-87.585782,1,41.769269,-87.585782,"(41.769269, -87.585782)",24,39,22538,381,33,32
5934,650 S Clark St,2,32,Loop,4,41.873824,-87.630838,1,41.873824,-87.630838,"(41.873824, -87.630838)",35,38,14913,12,10,48
3704,730 N Pulaski Rd,28,23,Humboldt Park,3,41.894166,-87.72622,1,41.894166,-87.72622,"(41.894166, -87.72622)",30,24,21572,99,45,11
3340,5630 W Madison St,29,25,Austin,1,41.880366,-87.766023,1,41.880366,-87.766023,"(41.880366, -87.766023)",32,26,22216,618,7,52
1394,745 W 45th St,11,61,New City,1,41.812381,-87.644633,1,41.812381,-87.644633,"(41.812381, -87.644633)",37,59,14924,123,48,26
3519,51 E Monroe St,42,32,Loop,3,41.88067,-87.625939,1,41.88067,-87.625939,"(41.88067, -87.625939)",34,38,14311,367,36,22
2212,6314 N Broadway St,40,77,Edgewater,1,41.996653,-87.660672,1,41.996653,-87.660672,"(41.996653, -87.660672)",14,76,4451,536,16,46
3799,900 W School St,44,6,Lake View,6,41.941823,-87.652164,1,41.941823,-87.652164,"(41.941823, -87.652164)",22,57,4449,731,25,38
6419,5532 N Broadway St,48,77,Edgewater,1,41.982412,-87.660219,1,41.982412,-87.660219,"(41.982412, -87.660219)",15,76,4451,540,16,40
2100,9801 S Avenue G G,10,52,East Side,8,41.717601,-87.531449,1,41.717601,-87.531449,"(41.717601, -87.531449)",25,49,21202,705,47,47
5028,500 W Madison St,42,28,Near West Side,1,41.881974,-87.639867,1,41.881974,-87.639867,"(41.881974, -87.639867)",45,29,4452,784,36,22
7149,8512 S Pulaski Rd,18,70,Ashburn,1,41.7381,-87.721721,0,41.7381,-87.721721,"(41.7381, -87.721721)",8,69,4300,197,30,6
6841,51 E Pearson St,42,8,Near North Side,1,41.897409,-87.626587,0,41.897409,-87.626587,"(41.897409, -87.626587)",6,37,21182,104,36,22
6418,612 W Patterson Ave,46,6,Lake View,1,41.948888,-87.646497,1,41.948888,-87.646497,"(41.948888, -87.646497)",53,57,21186,726,39,37
3165,701 S Lake Shore Dr,2,32,Loop,1,41.87239,-87.616845,1,41.87239,-87.616845,"(41.87239, -87.616845)",35,38,14913,368,10,48
3291,5553 N Lincoln Ave,40,4,Lincoln Square,2,41.982787,-87.694306,1,41.982787,-87.694306,"(41.982787, -87.694306)",20,6,21849,29,24,46
4623,850 W Lawrence Ave,48,3,Uptown,1,41.969334,-87.651382,1,41.969334,-87.651382,"(41.969334, -87.651382)",15,31,22616,635,39,40
3587,7000 N Northwest Hwy,41,10,Norwood Park,1,42.00605,-87.821299,1,42.00605,-87.821299,"(42.00605, -87.821299)",17,77,22243,654,29,34
4669,919 W Wellington Ave,44,6,Lake View,1,41.93615,-87.65191,1,41.93615,-87.65191,"(41.93615, -87.65191)",22,57,4449,681,25,38
3107,5039 N Kimball Ave,39,13,North Park,3,41.973106,-87.713283,1,41.973106,-87.713283,"(41.973106, -87.713283)",20,13,21849,167,38,28
4332,5252 N Broadway St,48,77,Edgewater,1,41.977275,-87.660061,1,41.977275,-87.660061,"(41.977275, -87.660061)",15,76,22616,540,16,40
1470,902 W 63rd Pky,16,68,Englewood,1,41.781584,-87.647459,1,41.781584,-87.647459,"(41.781584, -87.647459)",11,66,21559,22,2,19
2253,5600 W Bryn Mawr Ave,45,11,Jefferson Park,1,41.983042,-87.768491,1,41.983042,-87.768491,"(41.983042, -87.768491)",18,11,22532,701,50,20
3958,8 E Van Buren St,2,32,Loop,1,41.87707,-87.627302,1,41.87707,-87.627302,"(41.87707, -87.627302)",29,38,14912,367,10,48
3474,4849 N Milwaukee Ave,45,11,Jefferson Park,2,41.968655,-87.761334,1,41.968655,-87.761334,"(41.968655, -87.761334)",48,11,21869,129,50,20
6506,7400 W Touhy Ave,41,9,Edison Park,1,42.011637,-87.811603,0,42.011637,-87.811603,"(42.011637, -87.811603)",17,77,22243,653,29,34
3101,8045 S Kenwood Ave,8,45,Avalon Park,1,41.748755,-87.59158,1,41.748755,-87.59158,"(41.748755, -87.59158)",61,41,21546,133,35,9
4957,5300 S Loomis Blvd,16,61,New City,3,41.797532,-87.659986,1,41.797532,-87.659986,"(41.797532, -87.659986)",37,59,14924,790,4,19
3373,645 N McClurg Ct,42,8,Near North Side,2,41.893859,-87.617553,1,41.893859,-87.617553,"(41.893859, -87.617553)",6,37,21182,158,36,22
2925,9755 S Greenwood Ave,8,50,Pullman,1,41.717567,-87.596856,1,41.717567,-87.596856,"(41.717567, -87.596856)",19,47,21861,643,35,9
3552,5801 N Natoma Ave,41,10,Norwood Park,2,41.986767,-87.794045,1,41.986767,-87.794045,"(41.986767, -87.794045)",17,36,22243,733,29,34
