month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,ozone,daylight_duration,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_sleet,icon_snow,precipType_None,precipType_rain,precipType_sleet,precipType_snow
3.0,21.0,2018.0,32.83,13.0,25.92,4.0,32.83,13.0,23.2,4.0,0.41,22.12,0.65,0.16,0.0,0.0,0.0,1019.16,4.883333333333333,17.083333333333332,38.38,13.0,25.92,4.0,5.0,11.0,9.997,17.0,14.98,10.0,6.01,0.0,0.0,,12.2,0,0,1,0,0,0,1,0,0,0
3.0,22.0,2018.0,44.05,12.0,29.49,4.0,44.05,12.0,25.92,4.0,0.17,21.81,0.6,0.19,0.0,0.0,0.0,1026.96,4.85,17.1,45.66,13.0,29.49,4.0,6.0,11.0,9.985,41.0,8.71,14.0,3.19,0.0,0.0,,12.250000000000002,0,0,1,0,0,0,1,0,0,0
3.0,23.0,2018.0,36.76,13.0,27.22,6.0,36.76,13.0,27.23,20.0,0.22,23.68,0.64,0.23,0.0,0.0,0.0,1027.72,4.816666666666666,17.116666666666667,41.01,12.0,33.09,20.0,6.0,11.0,9.997,53.0,12.15,14.0,4.72,0.0,0.0,,12.3,0,0,1,0,0,0,1,0,0,0
3.0,24.0,2018.0,33.38,15.0,19.56,5.0,33.38,15.0,26.05,22.0,0.65,24.01,0.62,0.27,0.0,0.0,0.0,1023.16,4.783333333333333,17.133333333333333,38.81,15.0,27.12,5.0,4.0,11.0,9.997,75.0,17.72,7.0,8.08,0.0,0.0,,12.35,0,0,1,0,0,0,1,0,0,0
3.0,25.0,2018.0,33.75,13.0,23.31,4.0,33.75,13.0,19.56,5.0,0.11,18.74,0.54,0.3,0.0,0.0,0.0,1027.63,4.766666666666667,17.15,39.04,13.0,31.34,2.0,6.0,11.0,9.997,71.0,14.21,22.0,7.0,0.0,0.0,,12.383333333333333,1,0,0,0,0,0,1,0,0,0
3.0,26.0,2018.0,51.48,16.0,43.84,22.0,51.48,16.0,23.31,4.0,0.47,28.99,0.62,0.34,0.0039,0.0673,1.0,1022.89,4.733333333333333,17.166666666666668,51.48,16.0,46.72,21.0,5.0,10.0,9.377,116.0,14.99,6.0,7.64,22.0,0.0,,12.433333333333334,0,0,0,1,0,0,0,1,0,0
3.0,27.0,2018.0,50.64,7.0,38.5,2.0,50.64,7.0,41.5,22.0,0.98,44.06,0.88,0.38,0.0137,0.0694,1.0,1015.35,4.7,17.183333333333334,50.64,7.0,38.98,5.0,4.0,11.0,7.44,239.0,11.13,0.0,4.8,0.0,0.0,,12.483333333333334,0,0,0,1,0,0,0,1,0,0
3.0,28.0,2018.0,51.69,13.0,42.26,5.0,51.69,13.0,38.5,2.0,0.89,37.85,0.78,0.41,0.0,0.0007,0.25,1015.38,4.683333333333334,17.2,51.69,13.0,42.26,5.0,5.0,11.0,9.332,73.0,7.38,15.0,2.06,19.0,0.0,,12.516666666666666,0,1,0,0,0,0,1,0,0,0
3.0,29.0,2018.0,45.25,8.0,28.93,3.0,45.25,8.0,31.33,22.0,0.77,37.75,0.85,0.45,0.0022,0.0267,1.0,1013.69,4.65,17.216666666666665,47.1,10.0,34.06,2.0,5.0,12.0,6.835,12.0,13.23,13.0,3.99,4.0,0.0,,12.566666666666665,0,0,0,1,0,0,0,1,0,0
3.0,30.0,2018.0,43.9,12.0,33.67,3.0,43.9,12.0,28.93,3.0,0.58,29.03,0.68,0.48,0.0,0.0,0.0,1022.31,4.616666666666667,17.233333333333334,45.85,13.0,37.14,0.0,5.0,11.0,9.997,25.0,9.3,14.0,3.91,0.0,0.0,,12.616666666666667,0,0,1,0,0,0,1,0,0,0
3.0,31.0,2018.0,56.44,13.0,20.13,4.0,56.44,13.0,28.69,22.0,0.65,33.34,0.69,0.52,0.0028,0.0369,0.99,1016.13,4.583333333333333,17.25,56.44,13.0,25.55,5.0,5.0,11.0,9.919,248.0,23.39,13.0,7.52,8.0,0.0,,12.666666666666668,0,0,0,1,0,0,0,1,0,0
4.0,1.0,2018.0,33.35,15.0,22.08,5.0,33.35,15.0,20.13,4.0,0.38,15.71,0.54,0.55,0.0,0.0,0.0,1023.25,4.566666666666666,17.283333333333335,34.11,12.0,22.08,5.0,6.0,10.0,9.997,304.0,9.99,2.0,4.39,0.0,0.0,,12.716666666666669,0,0,1,0,0,0,1,0,0,0
4.0,2.0,2018.0,37.99,14.0,34.67,4.0,37.99,14.0,22.08,5.0,0.4,21.42,0.61,0.59,0.0,0.0,0.0,1017.8,4.533333333333333,17.3,41.74,14.0,38.76,4.0,6.0,11.0,9.972,123.0,9.98,15.0,3.62,0.0,0.0,,12.766666666666667,0,0,1,0,0,0,1,0,0,0
4.0,3.0,2018.0,35.05,6.0,17.1,5.0,37.52,22.0,28.21,22.0,1.0,35.34,0.9,0.62,0.0053,0.032,1.0,1004.66,4.5,17.316666666666666,39.06,11.0,26.71,5.0,4.0,11.0,4.707,38.0,14.65,16.0,5.83,14.0,0.0,,12.816666666666666,0,0,0,1,0,0,0,1,0,0
4.0,4.0,2018.0,27.23,15.0,22.12,23.0,28.21,22.0,17.1,5.0,0.77,21.7,0.7,0.65,0.0,0.0006,0.16,1017.28,4.483333333333333,17.333333333333332,33.73,14.0,24.44,4.0,4.0,10.0,9.121,290.0,19.89,8.0,8.44,22.0,0.0,,12.849999999999998,0,0,1,0,0,0,1,0,0,0
4.0,5.0,2018.0,36.93,11.0,29.84,5.0,36.93,11.0,22.12,23.0,0.72,21.79,0.66,0.68,0.0007,0.0058,0.62,1021.06,4.45,17.35,40.85,12.0,33.89,20.0,6.0,10.0,8.47,214.0,10.85,12.0,3.7,22.0,0.005,,12.900000000000002,0,0,0,0,0,1,0,0,0,1
4.0,6.0,2018.0,30.23,6.0,14.2,5.0,34.31,23.0,20.96,22.0,0.66,21.77,0.65,0.71,0.0009,0.0058,0.62,1014.69,4.416666666666667,17.366666666666667,36.83,9.0,20.35,5.0,4.0,11.0,8.78,293.0,20.66,11.0,6.92,22.0,0.0,,12.95,0,0,0,1,0,0,0,1,0,0
4.0,7.0,2018.0,31.83,14.0,18.35,3.0,31.85,18.0,14.2,5.0,0.01,12.07,0.51,0.74,0.0,0.0,0.0,1020.56,4.4,17.383333333333333,36.75,14.0,22.54,4.0,8.0,11.0,9.997,310.0,12.35,12.0,4.25,0.0,0.0,,12.983333333333333,1,0,0,0,0,0,1,0,0,0
4.0,8.0,2018.0,35.4,9.0,27.21,18.0,35.4,9.0,18.35,3.0,0.39,16.68,0.56,0.77,0.0,0.0,0.0,1019.33,4.366666666666666,17.4,38.21,11.0,30.48,23.0,7.0,10.0,9.476,53.0,9.4,18.0,3.48,0.0,0.0,,13.033333333333331,0,0,1,0,0,0,1,0,0,0
4.0,9.0,2018.0,34.99,17.0,27.62,4.0,34.99,17.0,27.4,0.0,0.94,29.38,0.87,0.8,0.0017,0.0113,0.54,1021.97,4.333333333333333,17.416666666666668,35.94,15.0,27.62,4.0,4.0,11.0,5.874,42.0,7.3,12.0,2.34,9.0,0.016,,13.083333333333336,0,0,0,0,0,1,0,0,0,1
4.0,10.0,2018.0,41.1,12.0,34.64,4.0,41.1,12.0,27.62,4.0,0.54,25.49,0.64,0.83,0.0,0.0,0.0,1023.69,4.316666666666666,17.433333333333334,44.26,13.0,38.57,5.0,5.0,10.0,9.173,249.0,11.36,14.0,3.93,9.0,0.0,,13.116666666666667,0,0,1,0,0,0,1,0,0,0
4.0,11.0,2018.0,65.13,13.0,46.7,19.0,65.13,13.0,34.64,4.0,0.7,35.64,0.61,0.87,0.0001,0.0013,0.29,1014.35,4.283333333333333,17.466666666666665,65.13,13.0,47.56,21.0,6.0,10.0,9.565,211.0,13.18,8.0,4.9,22.0,0.0,,13.183333333333332,0,0,1,0,0,0,0,1,0,0
4.0,12.0,2018.0,72.39,11.0,35.9,1.0,72.39,11.0,37.79,22.0,0.54,43.18,0.66,0.9,0.0015,0.0148,0.77,1005.3,4.25,17.483333333333334,72.39,11.0,40.3,2.0,7.0,11.0,9.198,238.0,18.75,8.0,6.81,1.0,0.0,,13.233333333333334,0,0,0,1,0,0,0,1,0,0
4.0,13.0,2018.0,46.27,8.0,30.54,5.0,46.27,8.0,32.82,22.0,0.85,38.67,0.87,0.93,0.0008,0.0114,0.72,1007.05,4.233333333333333,17.5,47.79,8.0,38.19,3.0,4.0,11.0,9.044,20.0,17.71,22.0,6.16,16.0,0.0,,13.266666666666666,0,0,0,1,0,0,0,1,0,0
4.0,14.0,2018.0,32.06,9.0,26.67,6.0,32.82,22.0,28.28,15.0,1.0,36.14,0.93,0.97,0.0214,0.1259,1.0,1009.29,4.2,17.516666666666666,39.19,9.0,34.29,6.0,4.0,11.0,5.646,46.0,21.85,6.0,10.74,1.0,0.0,,13.316666666666666,0,0,0,1,0,0,0,1,0,0
4.0,15.0,2018.0,33.35,13.0,19.78,4.0,33.35,13.0,22.34,22.0,1.0,32.72,0.93,0.0,0.0273,0.1012,1.0,1007.23,4.183333333333334,17.533333333333335,36.18,12.0,27.35,3.0,4.0,11.0,6.616,31.0,16.78,6.0,6.43,8.0,0.0,,13.350000000000001,0,0,0,1,0,0,0,1,0,0
4.0,16.0,2018.0,27.81,17.0,22.93,2.0,27.81,17.0,19.78,4.0,1.0,25.07,0.8,0.04,0.0003,0.003,0.41,1010.92,4.15,17.55,33.82,16.0,29.16,3.0,4.0,11.0,8.009,285.0,17.36,13.0,7.65,10.0,0.003,,13.4,0,0,0,0,0,1,0,0,0,1
4.0,17.0,2018.0,37.42,15.0,27.23,5.0,37.42,15.0,22.93,2.0,0.51,23.57,0.65,0.07,0.0,0.0,0.0,1013.17,4.116666666666666,17.566666666666666,40.96,15.0,30.01,3.0,5.0,11.0,9.997,307.0,15.02,8.0,5.78,0.0,0.0,,13.45,0,0,1,0,0,0,1,0,0,0
4.0,18.0,2018.0,29.61,17.0,27.37,23.0,32.14,22.0,27.23,5.0,0.7,28.1,0.81,0.11,0.0009,0.0048,0.67,1011.56,4.1,17.583333333333332,35.99,9.0,33.05,22.0,4.0,11.0,7.317,47.0,16.21,10.0,4.99,19.0,0.0,,13.483333333333333,0,0,0,0,1,0,0,0,1,0
4.0,19.0,2018.0,51.25,15.0,33.73,4.0,51.25,15.0,27.37,23.0,0.27,29.46,0.66,0.15,0.0042,0.0278,0.8,1025.48,4.066666666666666,17.6,51.25,15.0,33.73,4.0,8.0,11.0,9.083,349.0,11.84,7.0,5.03,9.0,0.0,,13.533333333333335,0,0,0,1,0,0,0,1,0,0
4.0,20.0,2018.0,59.73,13.0,37.81,1.0,59.73,13.0,33.73,4.0,0.08,23.02,0.44,0.18,0.0,0.0,0.0,1032.12,4.05,17.616666666666667,59.73,13.0,37.81,1.0,8.0,10.0,9.997,61.0,9.2,16.0,2.04,0.0,0.0,,13.566666666666666,1,0,0,0,0,0,1,0,0,0
4.0,21.0,2018.0,51.91,14.0,42.22,5.0,51.91,14.0,37.81,1.0,0.64,24.87,0.45,0.22,0.0,0.0,0.0,1030.3,4.016666666666667,17.65,51.91,14.0,42.24,1.0,4.0,11.0,9.997,55.0,7.69,15.0,1.7,0.0,0.0,,13.633333333333333,0,0,1,0,0,0,1,0,0,0
4.0,22.0,2018.0,59.68,13.0,41.3,4.0,59.68,13.0,42.22,5.0,0.44,28.48,0.45,0.26,0.0,0.0,0.0,1026.65,4.0,17.666666666666668,59.68,13.0,43.27,0.0,8.0,11.0,9.997,52.0,13.46,14.0,4.65,0.0,0.0,,13.666666666666668,0,0,1,0,0,0,1,0,0,0
4.0,23.0,2018.0,59.23,13.0,46.97,4.0,59.23,13.0,41.3,4.0,0.54,31.99,0.51,0.29,0.0,0.0,0.0,1021.31,3.966666666666667,17.683333333333334,59.23,13.0,46.97,4.0,8.0,11.0,9.997,32.0,12.81,13.0,4.52,0.0,0.0,,13.716666666666667,0,0,1,0,0,0,1,0,0,0
4.0,24.0,2018.0,63.5,13.0,37.47,5.0,63.5,13.0,45.16,22.0,0.64,43.65,0.7,0.33,0.0,0.0,0.0,1016.96,3.95,17.7,63.5,13.0,42.19,4.0,6.0,10.0,9.887,28.0,10.71,14.0,3.23,0.0,0.0,,13.75,0,0,1,0,0,0,1,0,0,0
4.0,25.0,2018.0,50.86,13.0,33.34,4.0,50.86,13.0,37.14,9.0,0.25,34.22,0.67,0.36,0.0,0.0,0.0,1018.14,3.9333333333333336,17.716666666666665,50.86,13.0,33.34,4.0,9.0,11.0,9.864,14.0,23.71,9.0,6.86,0.0,0.0,,13.783333333333331,0,0,1,0,0,0,1,0,0,0
4.0,26.0,2018.0,64.53,14.0,39.76,4.0,64.53,14.0,33.34,4.0,0.12,31.54,0.52,0.4,0.0,0.0,0.0,1013.17,3.9,17.733333333333334,64.53,14.0,43.12,4.0,8.0,11.0,9.991,217.0,7.63,13.0,1.56,0.0,0.0,,13.833333333333334,1,0,0,0,0,0,1,0,0,0
4.0,27.0,2018.0,56.2,12.0,32.46,4.0,56.2,12.0,34.84,21.0,0.57,33.84,0.59,0.43,0.0006,0.0089,0.76,1009.4,3.8833333333333333,17.75,56.2,12.0,36.65,4.0,8.0,10.0,9.997,30.0,15.12,3.0,5.73,18.0,0.0,,13.866666666666667,0,0,0,1,0,0,0,1,0,0
4.0,28.0,2018.0,45.93,13.0,31.86,4.0,45.93,13.0,32.46,4.0,0.19,28.98,0.62,0.47,0.0,0.0,0.0,1020.01,3.85,17.766666666666666,48.84,13.0,31.86,4.0,8.0,12.0,9.997,14.0,15.31,11.0,5.44,0.0,0.0,,13.916666666666666,0,0,1,0,0,0,1,0,0,0
4.0,29.0,2018.0,57.65,15.0,39.79,3.0,57.65,15.0,31.86,4.0,0.0,22.81,0.45,0.5,0.0,0.0,0.0,1026.79,3.8333333333333335,17.783333333333335,57.65,15.0,39.79,3.0,9.0,11.0,9.996,73.0,8.31,10.0,2.43,0.0,0.0,,13.950000000000001,1,0,0,0,0,0,1,0,0,0
4.0,30.0,2018.0,79.21,15.0,57.45,4.0,79.21,15.0,39.79,3.0,0.05,28.0,0.3,0.53,0.0,0.0,0.0,1019.97,3.8166666666666664,17.816666666666666,79.21,15.0,57.45,4.0,9.0,11.0,9.997,190.0,15.81,12.0,5.28,0.0,0.0,,14.0,1,0,0,0,0,0,1,0,0,0
5.0,1.0,2018.0,84.71,14.0,69.08,4.0,84.71,14.0,57.45,4.0,0.29,44.99,0.38,0.57,0.0,0.0,0.0,1013.6,3.783333333333333,17.833333333333332,84.71,14.0,69.08,4.0,8.0,10.0,9.962,205.0,19.25,16.0,7.47,0.0,0.0,,14.049999999999999,0,0,1,0,0,0,1,0,0,0
5.0,2.0,2018.0,85.64,13.0,62.96,4.0,85.64,13.0,66.12,22.0,0.63,56.98,0.57,0.6,0.0113,0.1327,0.81,1011.54,3.7666666666666666,17.85,85.64,13.0,62.54,4.0,7.0,11.0,9.916,220.0,18.76,23.0,5.83,22.0,0.0,,14.083333333333336,0,0,0,1,0,0,0,1,0,0
5.0,3.0,2018.0,65.4,8.0,57.24,19.0,66.36,22.0,57.24,19.0,0.95,59.17,0.89,0.63,0.0245,0.1442,1.0,1011.88,3.75,17.866666666666667,64.82,8.0,57.24,19.0,5.0,10.0,8.043,165.0,15.46,22.0,2.84,3.0,0.0,,14.116666666666667,0,0,0,1,0,0,0,1,0,0
5.0,4.0,2018.0,74.19,15.0,55.32,4.0,74.19,15.0,62.69,8.0,0.56,54.15,0.65,0.66,0.0,0.0,0.0,1010.9,3.7333333333333334,17.883333333333333,74.19,15.0,55.32,4.0,7.0,11.0,9.981,251.0,24.96,6.0,6.61,0.0,0.0,,14.149999999999999,0,0,1,0,0,0,1,0,0,0
5.0,5.0,2018.0,81.82,15.0,52.61,2.0,81.82,15.0,55.32,4.0,0.12,46.27,0.48,0.69,0.0,0.0,0.0,1014.98,3.7,17.9,81.82,15.0,52.61,2.0,9.0,11.0,9.985,268.0,11.48,12.0,3.03,0.0,0.0,,14.2,1,0,0,0,0,0,1,0,0,0
5.0,6.0,2018.0,67.17,13.0,46.22,4.0,67.17,13.0,50.42,22.0,0.25,44.02,0.59,0.72,0.0,0.0,0.0,1016.11,3.6833333333333336,17.916666666666668,67.17,13.0,46.22,4.0,8.0,12.0,9.911,23.0,14.1,15.0,3.38,0.0,0.0,,14.233333333333334,0,0,1,0,0,0,1,0,0,0
5.0,7.0,2018.0,73.8,13.0,55.58,4.0,73.8,13.0,46.22,4.0,0.03,42.59,0.53,0.75,0.0,0.0,0.0,1021.48,3.6666666666666665,17.933333333333334,73.8,13.0,55.58,4.0,9.0,11.0,9.997,89.0,8.49,15.0,1.82,0.0,0.0,,14.266666666666667,1,0,0,0,0,0,1,0,0,0
5.0,8.0,2018.0,81.27,13.0,59.32,6.0,81.27,13.0,55.58,4.0,0.17,44.33,0.42,0.78,0.0,0.0,0.0,1018.64,3.65,17.95,81.27,13.0,59.32,6.0,9.0,11.0,9.997,171.0,9.71,15.0,2.53,0.0,0.0,,14.299999999999999,0,0,1,0,0,0,1,0,0,0
5.0,9.0,2018.0,81.77,14.0,57.58,4.0,81.77,14.0,59.32,6.0,0.57,53.65,0.58,0.81,0.0053,0.073,0.9,1007.52,3.6333333333333333,17.966666666666665,80.82,15.0,57.58,4.0,6.0,10.0,9.872,205.0,17.66,13.0,5.52,6.0,0.0,,14.333333333333332,0,0,0,1,0,0,0,1,0,0
5.0,10.0,2018.0,71.0,12.0,44.51,4.0,71.0,12.0,53.64,22.0,0.44,53.27,0.72,0.84,0.0,0.0,0.0,1012.21,3.6166666666666667,17.983333333333334,71.0,12.0,47.1,3.0,9.0,11.0,9.904,347.0,11.09,7.0,3.87,0.0,0.0,,14.366666666666667,0,0,1,0,0,0,1,0,0,0
5.0,11.0,2018.0,52.47,14.0,41.67,3.0,53.64,22.0,43.46,17.0,0.91,43.08,0.79,0.88,0.0012,0.0081,0.51,1015.96,3.5833333333333335,18.016666666666666,52.47,14.0,44.44,4.0,5.0,11.0,9.951,53.0,15.19,16.0,5.72,4.0,0.0,,14.433333333333332,0,0,0,1,0,0,0,1,0,0
5.0,12.0,2018.0,47.63,17.0,43.58,20.0,47.65,18.0,41.67,3.0,0.99,43.7,0.89,0.91,0.0049,0.0482,0.94,1018.08,3.5666666666666664,18.033333333333335,49.61,11.0,46.47,20.0,5.0,10.0,8.472,38.0,12.36,14.0,4.9,13.0,0.0,,14.466666666666669,0,0,0,1,0,0,0,1,0,0
5.0,13.0,2018.0,63.33,14.0,52.86,20.0,63.33,14.0,44.37,22.0,0.88,49.88,0.88,0.95,0.0119,0.0645,0.87,1016.42,3.55,18.05,63.33,14.0,52.86,20.0,6.0,11.0,7.588,51.0,8.93,23.0,2.26,23.0,0.0,,14.5,0,0,0,1,0,0,0,1,0,0
5.0,14.0,2018.0,85.31,14.0,62.35,6.0,85.31,14.0,53.34,22.0,0.8,58.4,0.84,0.98,0.0344,0.2435,1.0,1011.98,3.533333333333333,18.066666666666666,84.05,14.0,62.0,6.0,8.0,11.0,7.494,164.0,11.14,13.0,2.7,21.0,0.0,,14.533333333333333,0,0,0,1,0,0,0,1,0,0
5.0,15.0,2018.0,67.55,11.0,47.61,4.0,67.55,11.0,50.9,22.0,0.67,54.73,0.81,0.02,0.0053,0.1058,1.0,1013.86,3.5166666666666666,18.083333333333332,67.55,11.0,47.61,4.0,7.0,11.0,7.942,25.0,11.56,11.0,3.4,22.0,0.0,,14.566666666666666,0,0,0,1,0,0,0,1,0,0
5.0,16.0,2018.0,78.65,13.0,53.65,4.0,78.65,13.0,47.61,4.0,0.04,48.16,0.6,0.06,0.0,0.0,0.0,1015.64,3.5,18.1,78.65,13.0,53.65,4.0,9.0,10.0,9.984,53.0,7.95,12.0,1.65,0.0,0.0,,14.600000000000001,1,0,0,0,0,0,1,0,0,0
5.0,17.0,2018.0,68.45,11.0,51.84,21.0,68.45,11.0,51.84,21.0,0.17,48.71,0.69,0.1,0.0,0.0,0.0,1017.02,3.4833333333333334,18.116666666666667,68.45,11.0,51.84,21.0,8.0,11.0,9.709,29.0,11.5,13.0,2.91,0.0,0.0,,14.633333333333333,0,0,1,0,0,0,1,0,0,0
5.0,18.0,2018.0,64.13,11.0,54.71,5.0,64.13,11.0,51.87,22.0,0.58,48.94,0.75,0.14,0.001,0.0048,0.56,1016.46,3.4833333333333334,18.133333333333333,64.13,11.0,54.71,5.0,8.0,10.0,8.789,44.0,11.17,12.0,3.77,22.0,0.0,,14.649999999999999,0,0,0,1,0,0,0,1,0,0
5.0,19.0,2018.0,66.31,12.0,39.47,6.0,66.31,12.0,54.71,5.0,0.95,56.65,0.91,0.17,0.0017,0.0071,0.65,1012.31,3.466666666666667,18.15,66.14,12.0,44.97,6.0,5.0,11.0,5.892,336.0,6.8,11.0,2.84,1.0,0.0,,14.683333333333332,0,0,0,1,0,0,0,1,0,0
5.0,20.0,2018.0,45.95,13.0,41.92,17.0,59.85,22.0,39.07,9.0,0.98,45.51,0.91,0.21,0.0006,0.0068,0.49,1021.02,3.45,18.166666666666668,49.77,13.0,46.5,17.0,5.0,11.0,9.122,25.0,14.93,3.0,8.67,9.0,0.0,,14.716666666666669,0,0,0,1,0,0,0,1,0,0
5.0,21.0,2018.0,64.54,17.0,53.62,4.0,64.54,17.0,44.43,22.0,0.97,54.46,0.97,0.25,0.0372,0.3275,1.0,1018.28,3.4333333333333336,18.183333333333334,63.88,17.0,53.62,4.0,5.0,11.0,4.859,51.0,8.65,7.0,4.45,6.0,0.0,,14.75,0,0,0,1,0,0,0,1,0,0
5.0,22.0,2018.0,60.33,16.0,51.29,3.0,60.33,16.0,52.65,22.0,0.78,54.07,0.92,0.28,0.0001,0.0014,0.24,1016.87,3.4166666666666665,18.2,60.33,16.0,51.29,3.0,5.0,11.0,5.863,28.0,6.72,11.0,3.46,1.0,0.0,,14.783333333333333,0,0,1,0,0,0,0,1,0,0
5.0,23.0,2018.0,76.35,14.0,56.13,3.0,76.35,14.0,51.29,3.0,0.15,53.14,0.72,0.32,0.0,0.0,0.0,1021.11,3.4,18.216666666666665,76.35,14.0,56.13,3.0,9.0,11.0,8.132,80.0,7.16,16.0,3.02,0.0,0.0,,14.816666666666665,0,0,1,0,0,0,1,0,0,0
5.0,24.0,2018.0,84.18,14.0,65.92,3.0,84.18,14.0,56.13,3.0,0.1,54.63,0.58,0.35,0.0,0.0,0.0,1019.57,3.4,18.216666666666665,84.18,14.0,65.92,3.0,9.0,11.0,9.928,141.0,7.65,9.0,4.09,0.0,0.0,,14.816666666666665,1,0,0,0,0,0,1,0,0,0
5.0,25.0,2018.0,88.91,13.0,69.85,4.0,88.91,13.0,65.92,3.0,0.38,57.94,0.53,0.39,0.0001,0.0025,0.22,1011.34,3.3833333333333333,18.233333333333334,88.91,13.0,69.05,4.0,8.0,10.0,9.954,215.0,8.46,8.0,5.49,22.0,0.0,,14.850000000000001,0,0,1,0,0,0,0,1,0,0
5.0,26.0,2018.0,87.38,15.0,70.48,3.0,87.38,15.0,69.85,4.0,0.44,63.33,0.64,0.42,0.0001,0.0025,0.22,1007.31,3.3666666666666667,18.25,87.38,15.0,69.89,3.0,8.0,11.0,9.822,234.0,7.23,11.0,4.62,22.0,0.0,,14.883333333333333,0,0,1,0,0,0,0,1,0,0
5.0,27.0,2018.0,95.06,14.0,71.82,4.0,95.06,14.0,70.48,3.0,0.1,63.9,0.56,0.45,0.0,0.0,0.0,1010.14,3.3666666666666667,18.266666666666666,94.27,14.0,71.22,4.0,9.0,10.0,9.997,145.0,7.7,15.0,3.9,0.0,0.0,,14.899999999999999,1,0,0,0,0,0,1,0,0,0
5.0,28.0,2018.0,94.79,16.0,66.33,3.0,94.79,16.0,70.78,22.0,0.17,63.24,0.58,0.48,0.0,0.0,0.0,1012.7,3.35,18.283333333333335,93.91,16.0,66.33,3.0,9.0,11.0,9.997,66.0,17.61,9.0,3.64,0.0,0.0,,14.933333333333335,0,0,1,0,0,0,1,0,0,0
5.0,29.0,2018.0,82.18,12.0,70.04,23.0,82.18,12.0,66.33,3.0,0.54,61.95,0.68,0.51,0.0,0.0,0.0,1011.3,3.35,18.3,80.45,12.0,69.43,23.0,8.0,12.0,9.859,46.0,5.77,16.0,4.22,0.0,0.0,,14.950000000000001,0,0,1,0,0,0,1,0,0,0
5.0,30.0,2018.0,88.57,12.0,69.9,4.0,88.57,12.0,70.04,23.0,0.79,68.22,0.81,0.55,0.0124,0.159,0.93,1003.75,3.3333333333333335,18.316666666666666,84.37,12.0,69.1,4.0,6.0,11.0,9.709,126.0,7.61,14.0,4.91,17.0,0.0,,14.983333333333333,0,0,0,1,0,0,0,1,0,0
5.0,31.0,2018.0,89.71,15.0,70.24,3.0,89.71,15.0,69.9,4.0,0.48,66.55,0.69,0.58,0.0,0.0,0.0,1004.31,3.3333333333333335,18.316666666666666,86.83,11.0,69.35,4.0,6.0,9.0,9.997,241.0,14.25,13.0,6.55,21.0,0.0,,14.983333333333333,0,0,1,0,0,0,1,0,0,0
6.0,1.0,2018.0,73.2,6.0,50.92,3.0,74.91,22.0,52.74,22.0,0.23,57.32,0.8,0.61,0.0,0.0,0.0,1011.81,3.3166666666666664,18.333333333333332,72.25,6.0,50.92,3.0,7.0,9.0,9.819,18.0,13.91,16.0,7.75,0.0,0.0,,15.016666666666666,0,0,1,0,0,0,1,0,0,0
6.0,2.0,2018.0,70.09,15.0,58.49,22.0,70.09,15.0,50.92,3.0,0.66,55.03,0.85,0.64,0.0021,0.0258,0.62,1013.33,3.3166666666666664,18.35,69.85,15.0,58.4,22.0,6.0,12.0,9.836,36.0,8.12,8.0,6.34,22.0,0.0,,15.033333333333335,0,0,0,1,0,0,0,1,0,0
6.0,3.0,2018.0,77.03,12.0,55.87,3.0,77.03,12.0,58.49,22.0,0.32,53.4,0.66,0.67,0.0014,0.0258,0.62,1011.3,3.3,18.366666666666667,77.03,12.0,55.87,3.0,9.0,10.0,9.325,294.0,20.7,11.0,9.25,22.0,0.0,,15.066666666666666,0,0,0,1,0,0,0,1,0,0
6.0,4.0,2018.0,79.25,16.0,66.51,4.0,79.25,16.0,55.87,3.0,0.08,48.48,0.51,0.7,0.0,0.0,0.0,1013.97,3.3,18.366666666666667,79.25,16.0,66.51,4.0,10.0,11.0,9.997,284.0,15.82,15.0,7.12,0.0,0.0,,15.066666666666666,1,0,0,0,0,0,1,0,0,0
6.0,5.0,2018.0,69.07,6.0,49.19,3.0,71.39,22.0,54.33,20.0,0.51,47.58,0.61,0.73,0.0002,0.0028,0.32,1011.42,3.3,18.383333333333333,69.07,6.0,49.59,3.0,8.0,11.0,9.997,0.0,15.16,11.0,9.19,15.0,0.0,,15.083333333333332,0,0,0,1,0,0,0,1,0,0
6.0,6.0,2018.0,76.51,16.0,63.58,1.0,76.51,16.0,49.19,3.0,0.45,51.66,0.64,0.76,0.0008,0.0183,0.58,1013.34,3.283333333333333,18.4,76.51,16.0,63.52,1.0,6.0,9.0,9.934,127.0,7.35,22.0,4.64,12.0,0.0,,15.116666666666665,0,0,0,1,0,0,0,1,0,0
