month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,ozone,daylight_duration,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_sleet,icon_snow,precipType_None,precipType_rain,precipType_sleet,precipType_snow
11.0,17.0,2018.0,33.76,5.0,27.0,5.0,33.99,2.0,27.16,12.0,1.0,31.23,0.88,0.33,0.0042,0.0192,0.91,1025.63,4.733333333333333,14.483333333333333,35.83,17.0,31.37,5.0,2.0,10.0,6.72,6.0,9.91,16.0,5.46,10.0,0.026,310.4,9.75,0,0,0,0,0,1,0,0,0,1
11.0,18.0,2018.0,32.29,13.0,18.01,6.0,32.29,13.0,20.42,22.0,0.65,27.71,0.83,0.36,0.0012,0.0096,0.38,1024.48,4.75,14.483333333333333,36.41,13.0,23.89,1.0,2.0,10.0,8.806,298.0,8.24,21.0,4.47,9.0,0.011,315.5,9.733333333333333,0,0,0,0,0,1,0,0,0,1
11.0,19.0,2018.0,28.32,16.0,21.63,3.0,28.67,18.0,18.01,6.0,0.71,24.64,0.83,0.39,0.0,0.0004,0.15,1019.58,4.766666666666667,14.466666666666667,33.14,13.0,29.6,2.0,2.0,9.0,8.931,254.0,9.14,22.0,5.88,21.0,0.0,309.1,9.7,0,0,1,0,0,0,1,0,0,0
11.0,20.0,2018.0,27.59,9.0,20.45,17.0,27.59,9.0,20.45,17.0,0.77,23.28,0.72,0.42,0.0007,0.0038,0.17,1022.13,4.8,14.45,34.62,10.0,29.54,17.0,2.0,10.0,9.891,271.0,17.78,13.0,9.39,5.0,0.007,310.2,9.649999999999999,0,0,1,0,0,0,0,0,0,1
11.0,21.0,2018.0,27.4,7.0,23.42,17.0,27.92,21.0,23.09,23.0,0.88,24.75,0.73,0.46,0.0002,0.0018,0.17,1026.33,4.816666666666666,14.45,34.33,9.0,30.98,2.0,2.0,10.0,9.83,3.0,16.37,22.0,7.9,14.0,0.002,274.0,9.633333333333333,0,1,0,0,0,0,0,0,0,1
11.0,22.0,2018.0,30.47,12.0,26.31,17.0,30.47,12.0,23.92,7.0,0.59,26.58,0.75,0.5,0.0,0.0001,0.17,1027.43,4.833333333333333,14.433333333333334,37.4,12.0,34.0,20.0,2.0,10.0,9.49,134.0,13.62,13.0,8.33,10.0,0.0,272.7,9.600000000000001,0,0,1,0,0,0,1,0,0,0
11.0,23.0,2018.0,50.28,12.0,38.94,0.0,50.28,12.0,27.03,22.0,0.5,35.94,0.8,0.53,0.0012,0.0153,1.0,1013.62,4.85,14.416666666666666,50.28,12.0,43.75,0.0,2.0,10.0,8.464,169.0,21.27,15.0,9.91,18.0,0.0,282.4,9.566666666666666,0,0,0,1,0,0,0,1,0,0
11.0,24.0,2018.0,41.23,8.0,34.64,6.0,41.23,8.0,35.07,18.0,0.87,40.53,0.89,0.57,0.0064,0.0444,1.0,1002.14,4.866666666666667,14.416666666666666,46.43,9.0,37.34,2.0,1.0,10.0,8.534,237.0,17.04,10.0,8.47,2.0,0.0,307.4,9.549999999999999,0,0,0,1,0,0,0,1,0,0
11.0,25.0,2018.0,35.57,5.0,17.29,6.0,37.54,3.0,23.31,22.0,0.94,34.88,0.91,0.61,0.0192,0.0815,1.0,1008.48,4.883333333333333,14.4,39.37,7.0,27.83,6.0,1.0,10.0,7.323,31.0,34.69,22.0,10.11,18.0,0.092,322.1,9.516666666666667,0,0,0,0,0,1,0,0,0,1
11.0,26.0,2018.0,18.68,7.0,10.65,4.0,23.31,22.0,15.49,22.0,1.0,24.67,0.85,0.64,0.0114,0.0536,1.0,1010.57,4.916666666666667,14.4,29.52,5.0,20.51,5.0,1.0,10.0,6.673,339.0,37.78,2.0,12.65,23.0,0.106,333.3,9.483333333333334,0,0,0,0,0,1,0,0,0,1
11.0,27.0,2018.0,14.48,12.0,8.79,17.0,15.49,22.0,8.79,17.0,0.93,16.58,0.8,0.68,0.0,0.0,0.0,1015.9,4.933333333333334,14.383333333333333,23.69,10.0,19.45,17.0,1.0,10.0,9.411,278.0,12.98,13.0,8.41,0.0,0.0,336.5,9.45,0,1,0,0,0,0,1,0,0,0
11.0,28.0,2018.0,21.82,16.0,19.5,0.0,21.82,16.0,12.14,22.0,0.9,18.22,0.79,0.72,0.0002,0.0044,0.18,1018.51,4.95,14.383333333333333,26.54,16.0,26.0,17.0,2.0,10.0,8.922,225.0,8.61,11.0,5.16,22.0,0.003,280.8,9.433333333333334,0,1,0,0,0,0,0,0,0,1
11.0,29.0,2018.0,36.78,12.0,28.73,5.0,36.78,12.0,19.5,0.0,0.86,26.75,0.8,0.75,0.0026,0.0184,0.57,1013.67,4.966666666666667,14.366666666666667,36.78,12.0,31.8,5.0,2.0,10.0,9.077,147.0,9.0,1.0,4.38,12.0,0.0,270.4,9.4,0,0,0,1,0,0,0,1,0,0
11.0,30.0,2018.0,39.41,11.0,27.71,23.0,39.41,11.0,28.73,5.0,0.72,31.92,0.86,0.79,0.0018,0.01,0.43,1016.43,4.983333333333333,14.366666666666667,39.51,13.0,34.67,0.0,2.0,9.0,5.973,50.0,9.74,22.0,3.79,11.0,0.0,277.0,9.383333333333333,0,0,0,1,0,0,0,1,0,0
12.0,1.0,2018.0,36.27,17.0,36.27,17.0,43.48,22.0,27.71,23.0,1.0,37.83,0.97,0.83,0.0268,0.1687,1.0,1003.52,5.0,14.366666666666667,41.22,17.0,41.22,17.0,1.0,10.0,4.261,90.0,21.31,8.0,9.73,21.0,0.0,298.1,9.366666666666667,0,0,0,1,0,0,0,1,0,0
12.0,2.0,2018.0,42.9,5.0,24.62,6.0,44.11,4.0,28.19,20.0,1.0,38.68,0.91,0.86,0.0048,0.0382,0.99,997.18,5.016666666666667,14.366666666666667,45.13,6.0,32.53,6.0,1.0,10.0,8.62,264.0,16.3,9.0,7.04,22.0,0.0,322.7,9.350000000000001,0,0,0,1,0,0,0,1,0,0
12.0,3.0,2018.0,26.09,11.0,20.66,21.0,28.98,22.0,20.66,21.0,1.0,28.9,0.86,0.89,0.0014,0.0087,0.52,1016.45,5.033333333333333,14.35,34.53,10.0,29.5,6.0,1.0,10.0,8.234,330.0,18.19,10.0,10.47,8.0,0.013,347.8,9.316666666666666,0,0,0,0,0,1,0,0,0,1
12.0,4.0,2018.0,25.49,10.0,15.28,3.0,25.49,10.0,21.2,18.0,1.0,23.36,0.76,0.93,0.0009,0.002,0.22,1022.38,5.05,14.35,31.37,13.0,25.45,5.0,1.0,10.0,9.935,297.0,9.84,22.0,7.19,9.0,0.01,348.1,9.3,0,1,0,0,0,0,0,0,0,1
12.0,5.0,2018.0,23.51,14.0,22.24,23.0,24.7,19.0,15.28,3.0,0.87,22.26,0.79,0.96,0.0,0.0007,0.1,1020.98,5.066666666666666,14.35,30.91,17.0,29.81,23.0,1.0,10.0,9.803,252.0,14.3,8.0,8.33,0.0,0.0,340.2,9.283333333333333,0,0,1,0,0,0,1,0,0,0
12.0,6.0,2018.0,22.77,5.0,11.07,3.0,25.13,4.0,13.86,22.0,0.35,19.77,0.71,0.99,0.0,0.0,0.0,1024.67,5.083333333333333,14.35,30.86,5.0,17.66,5.0,1.0,10.0,9.841,296.0,9.97,7.0,7.69,0.0,0.0,322.2,9.266666666666666,0,0,1,0,0,0,1,0,0,0
12.0,7.0,2018.0,15.62,9.0,11.83,23.0,15.62,9.0,11.07,3.0,0.26,12.06,0.68,0.03,0.0,0.0,0.0,1033.69,5.1,14.35,25.29,10.0,19.45,23.0,1.0,10.0,10.0,277.0,15.31,13.0,6.12,0.0,0.0,317.8,9.25,0,0,1,0,0,0,1,0,0,0
12.0,8.0,2018.0,29.48,13.0,18.97,0.0,29.48,13.0,11.83,23.0,0.5,16.74,0.72,0.06,0.0,0.0,0.0,1035.99,5.116666666666666,14.35,29.48,13.0,18.97,0.0,1.0,10.0,9.659,288.0,6.58,8.0,3.68,0.0,0.0,301.1,9.233333333333334,0,0,1,0,0,0,1,0,0,0
12.0,9.0,2018.0,29.07,13.0,12.08,6.0,29.07,13.0,15.16,22.0,0.15,19.67,0.82,0.09,0.0,0.0003,0.08,1029.6,5.133333333333334,14.35,32.3,13.0,17.29,5.0,2.0,10.0,7.709,327.0,4.8,10.0,3.09,8.0,0.0,312.8,9.216666666666665,0,0,1,0,0,0,1,0,0,0
12.0,10.0,2018.0,25.96,11.0,15.43,4.0,25.96,11.0,12.08,6.0,0.09,20.54,0.85,0.12,0.0,0.0,0.0,1024.65,5.133333333333334,14.35,32.5,11.0,24.08,4.0,1.0,10.0,6.551,225.0,9.34,18.0,5.82,0.0,0.0,325.6,9.216666666666665,1,0,0,0,0,0,1,0,0,0
12.0,11.0,2018.0,35.06,14.0,24.89,20.0,35.06,14.0,15.43,4.0,0.21,24.93,0.83,0.15,0.0,0.0,0.0,1018.29,5.15,14.35,36.56,12.0,30.75,21.0,1.0,10.0,7.098,220.0,10.01,8.0,6.07,0.0,0.0,320.3,9.2,0,0,1,0,0,0,1,0,0,0
12.0,12.0,2018.0,34.09,10.0,24.6,22.0,34.09,10.0,24.6,22.0,0.65,27.78,0.76,0.18,0.0,0.0001,0.12,1011.13,5.166666666666667,14.35,40.68,10.0,25.92,5.0,1.0,10.0,9.126,219.0,17.91,9.0,9.03,7.0,0.0,337.6,9.183333333333334,0,0,1,0,0,0,1,0,0,0
12.0,13.0,2018.0,39.43,13.0,34.55,4.0,40.03,20.0,24.6,22.0,0.52,31.22,0.87,0.21,0.0074,0.0446,1.0,1018.77,5.183333333333334,14.35,42.14,13.0,38.6,4.0,1.0,10.0,5.69,123.0,10.21,14.0,3.91,22.0,0.0,301.6,9.166666666666666,0,0,0,1,0,0,0,1,0,0
12.0,14.0,2018.0,36.47,10.0,27.21,2.0,39.43,22.0,30.05,21.0,0.99,38.11,0.98,0.24,0.0085,0.0446,1.0,1022.04,5.2,14.35,40.14,11.0,32.62,2.0,1.0,10.0,2.124,19.0,7.87,17.0,5.36,22.0,0.0,316.4,9.149999999999999,0,0,0,1,0,0,0,1,0,0
12.0,15.0,2018.0,38.96,10.0,28.49,4.0,38.96,10.0,27.21,2.0,0.23,33.61,0.87,0.27,0.0,0.0001,0.07,1021.5,5.2,14.35,43.71,11.0,28.49,4.0,1.0,10.0,7.276,27.0,10.24,12.0,6.56,3.0,0.0,321.4,9.149999999999999,0,0,1,0,0,0,1,0,0,0
12.0,16.0,2018.0,44.12,12.0,25.44,4.0,44.12,12.0,26.94,7.0,0.29,32.09,0.84,0.3,0.0,0.0002,0.12,1019.59,5.216666666666667,14.366666666666667,47.49,12.0,32.45,5.0,2.0,10.0,7.084,267.0,9.17,10.0,5.04,3.0,0.0,307.7,9.15,0,0,1,0,0,0,1,0,0,0
12.0,17.0,2018.0,35.51,13.0,22.32,6.0,35.51,13.0,25.44,4.0,0.07,25.13,0.7,0.33,0.0,0.0,0.0,1022.45,5.233333333333333,14.366666666666667,39.0,13.0,26.97,4.0,2.0,10.0,9.943,314.0,10.92,7.0,5.1,0.0,0.0,303.3,9.133333333333333,1,0,0,0,0,0,1,0,0,0
12.0,18.0,2018.0,37.03,12.0,27.39,0.0,37.03,12.0,22.32,6.0,0.06,27.78,0.79,0.37,0.0,0.0,0.0,1021.84,5.233333333333333,14.366666666666667,41.91,13.0,33.74,1.0,2.0,10.0,9.821,188.0,8.93,13.0,5.3,0.0,0.0,298.7,9.133333333333333,1,0,0,0,0,0,1,0,0,0
12.0,19.0,2018.0,43.86,12.0,38.38,21.0,43.86,12.0,27.39,0.0,0.42,33.24,0.74,0.4,0.0001,0.0014,0.13,1011.07,5.25,14.383333333333333,48.56,12.0,42.33,2.0,1.0,10.0,9.87,189.0,19.91,21.0,8.32,21.0,0.0,319.8,9.133333333333333,0,0,1,0,0,0,0,1,0,0
12.0,20.0,2018.0,46.51,14.0,23.87,6.0,46.51,14.0,30.67,22.0,0.96,40.3,0.9,0.44,0.0012,0.0072,0.95,1004.38,5.25,14.383333333333333,46.51,14.0,33.21,6.0,1.0,10.0,6.471,198.0,22.69,20.0,6.02,17.0,0.0,326.2,9.133333333333333,0,0,0,1,0,0,0,1,0,0
12.0,21.0,2018.0,24.37,5.0,22.12,22.0,30.74,23.0,21.56,11.0,1.0,29.81,0.89,0.48,0.0025,0.013,0.97,1005.02,5.266666666666667,14.4,33.4,5.0,29.17,0.0,1.0,10.0,8.58,339.0,17.58,2.0,10.45,2.0,0.0,352.3,9.133333333333333,0,0,0,1,0,0,0,1,0,0
12.0,22.0,2018.0,34.05,16.0,24.32,6.0,34.06,18.0,22.12,22.0,0.96,26.53,0.82,0.51,0.0001,0.0005,0.11,1014.36,5.266666666666667,14.4,34.05,16.0,30.95,6.0,1.0,10.0,9.586,253.0,8.49,10.0,5.2,20.0,0.001,315.1,9.133333333333333,0,1,0,0,0,0,0,0,0,1
12.0,23.0,2018.0,30.82,14.0,15.69,5.0,30.82,14.0,18.91,22.0,0.85,25.81,0.75,0.55,0.0,0.0004,0.17,1019.15,5.283333333333333,14.416666666666666,37.38,14.0,24.13,5.0,1.0,10.0,9.341,271.0,25.45,20.0,9.22,22.0,0.0,331.3,9.133333333333333,0,0,1,0,0,0,1,0,0,0
12.0,24.0,2018.0,32.4,14.0,26.01,3.0,32.4,14.0,15.69,5.0,0.34,18.9,0.67,0.59,0.0,0.0,0.0,1024.14,5.283333333333333,14.416666666666666,32.71,13.0,28.15,20.0,1.0,10.0,9.99,270.0,15.69,22.0,5.83,0.0,0.0,331.7,9.133333333333333,0,0,1,0,0,0,1,0,0,0
12.0,25.0,2018.0,43.62,14.0,28.61,3.0,43.62,14.0,26.01,3.0,0.62,29.38,0.79,0.63,0.0,0.0002,0.19,1025.94,5.3,14.433333333333334,45.72,13.0,28.61,3.0,1.0,10.0,9.49,196.0,7.53,12.0,3.85,7.0,0.0,329.7,9.133333333333333,0,0,1,0,0,0,1,0,0,0
12.0,26.0,2018.0,42.91,10.0,31.62,2.0,42.91,10.0,28.61,3.0,0.41,30.25,0.77,0.67,0.0,0.0001,0.1,1029.24,5.3,14.433333333333334,45.54,11.0,39.04,3.0,2.0,10.0,8.685,124.0,15.98,21.0,4.57,3.0,0.0,294.4,9.133333333333333,0,0,1,0,0,0,1,0,0,0
12.0,27.0,2018.0,44.68,16.0,28.69,6.0,52.29,22.0,31.11,7.0,0.99,40.34,0.86,0.7,0.0225,0.1995,1.0,1011.18,5.3,14.45,49.01,15.0,37.33,6.0,1.0,10.0,8.543,151.0,28.84,9.0,12.19,10.0,0.0,279.8,9.149999999999999,0,0,0,1,0,0,0,1,0,0
12.0,28.0,2018.0,31.84,5.0,20.51,20.0,52.46,23.0,19.08,14.0,1.0,33.31,0.88,0.74,0.0017,0.0334,0.82,1010.33,5.3,14.466666666666667,40.02,5.0,28.51,1.0,1.0,10.0,8.345,242.0,24.16,13.0,12.8,1.0,0.0,292.4,9.166666666666668,0,0,0,1,0,0,0,1,0,0
12.0,29.0,2018.0,29.31,10.0,11.76,2.0,29.31,10.0,13.65,22.0,1.0,26.29,0.93,0.78,0.0008,0.0039,0.17,1024.59,5.316666666666666,14.483333333333333,29.31,10.0,20.83,6.0,1.0,10.0,6.489,255.0,16.05,21.0,6.26,17.0,0.009,317.5,9.166666666666666,0,1,0,0,0,0,0,0,0,1
12.0,30.0,2018.0,28.15,13.0,23.56,18.0,28.15,13.0,11.76,2.0,0.29,21.97,0.78,0.81,0.0003,0.0022,0.26,1018.89,5.316666666666666,14.483333333333333,35.79,13.0,31.15,20.0,2.0,10.0,9.883,209.0,17.41,11.0,8.86,13.0,0.002,306.7,9.166666666666666,0,0,1,0,0,0,0,0,0,1
12.0,31.0,2018.0,35.11,9.0,21.06,6.0,35.11,9.0,25.01,22.0,0.94,34.22,0.94,0.84,0.031,0.1067,1.0,1008.53,5.316666666666666,14.5,38.92,15.0,29.96,6.0,2.0,10.0,5.915,13.0,18.35,17.0,7.03,10.0,0.0,270.0,9.183333333333334,0,0,0,1,0,0,0,1,0,0
