month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,daylight_duration,icon_clear-day,icon_cloudy,icon_fog,icon_partly-cloudy-day,icon_partly-cloudy-night,icon_rain,precipType_None,precipType_rain,precipType_snow
6.0,2.0,2017.0,83.98,15.0,61.2,6.0,83.98,15.0,55.6,5.0,0.04,45.21,0.42,0.29,0.0,0.0,0.0,1017.43,5.316666666666666,20.35,83.98,15.0,61.2,6.0,10.0,12.0,10.0,164.0,7.7,15.0,0.65,0.0,0.0,15.033333333333335,1,0,0,0,0,0,1,0,0
6.0,3.0,2017.0,83.12,18.0,71.62,6.0,83.12,18.0,61.2,6.0,0.31,54.19,0.5,0.32,0.0,0.0,0.0,1015.17,5.3,20.366666666666667,83.12,18.0,71.4,6.0,9.0,12.0,9.99,133.0,8.29,15.0,0.67,0.0,0.0,15.066666666666666,0,0,0,1,0,0,1,0,0
6.0,4.0,2017.0,89.9,15.0,62.39,6.0,89.9,15.0,70.29,23.0,0.45,61.19,0.56,0.35,0.0,0.0,0.0,1009.24,5.3,20.383333333333333,89.84,16.0,62.39,6.0,6.0,12.0,10.0,262.0,12.26,15.0,1.89,0.0,0.0,15.083333333333332,0,0,0,1,0,0,1,0,0
6.0,5.0,2017.0,71.47,9.0,53.97,5.0,71.47,9.0,59.66,23.0,0.05,55.72,0.71,0.38,0.0,0.0,0.0,1010.22,5.283333333333333,20.383333333333333,71.47,9.0,53.97,5.0,10.0,13.0,9.92,16.0,17.4,13.0,4.19,0.0,0.0,15.1,1,0,0,0,0,0,1,0,0
6.0,6.0,2017.0,72.01,16.0,56.36,6.0,72.01,16.0,53.97,5.0,0.02,47.37,0.58,0.41,0.0,0.0,0.0,1016.63,5.283333333333333,20.4,72.01,16.0,56.36,6.0,10.0,13.0,10.0,10.0,16.21,15.0,4.73,0.0,0.0,15.116666666666665,0,0,0,0,1,0,1,0,0
6.0,7.0,2017.0,73.17,16.0,53.0,5.0,73.17,16.0,56.36,6.0,0.13,48.07,0.56,0.44,0.0,0.0,0.0,1019.14,5.283333333333333,20.4,73.17,16.0,53.0,5.0,9.0,12.0,10.0,35.0,12.24,14.0,3.01,0.0,0.0,15.116666666666665,1,0,0,0,0,0,1,0,0
6.0,8.0,2017.0,80.55,16.0,65.59,3.0,80.55,16.0,53.0,5.0,0.2,47.8,0.51,0.47,0.0,0.0,0.0,1014.47,5.283333333333333,20.416666666666668,80.55,16.0,65.59,3.0,10.0,13.0,9.99,191.0,6.78,16.0,0.34,0.0,0.0,15.133333333333335,0,0,0,0,1,0,1,0,0
6.0,9.0,2017.0,85.35,14.0,63.92,1.0,85.35,14.0,65.59,3.0,0.56,56.21,0.57,0.51,0.0008,0.0057,0.53,1008.6,5.283333333333333,20.433333333333334,85.35,14.0,63.92,1.0,10.0,13.0,10.0,263.0,11.79,13.0,1.45,1.0,0.0,15.15,0,0,0,1,0,0,0,1,0
6.0,10.0,2017.0,89.33,16.0,71.48,6.0,89.33,16.0,63.92,1.0,0.11,55.36,0.5,0.54,0.0,0.0,0.0,1009.8,5.266666666666667,20.433333333333334,89.33,16.0,71.48,6.0,10.0,13.0,9.89,206.0,21.11,16.0,5.37,0.0,0.0,15.166666666666668,0,0,0,1,0,0,1,0,0
6.0,11.0,2017.0,92.65,15.0,74.48,6.0,92.65,15.0,71.48,6.0,0.22,60.52,0.49,0.57,0.0,0.0,0.0,1012.25,5.266666666666667,20.45,92.34,16.0,74.27,6.0,8.0,13.0,10.0,202.0,17.37,18.0,5.83,0.0,0.0,15.183333333333334,0,0,0,1,0,0,1,0,0
6.0,12.0,2017.0,96.71,16.0,70.4,5.0,96.71,16.0,74.48,6.0,0.18,64.0,0.52,0.6,0.0,0.0,0.0,1012.97,5.266666666666667,20.45,94.11,17.0,70.06,5.0,8.0,11.0,10.0,212.0,13.85,16.0,4.42,0.0,0.0,15.183333333333334,0,0,0,1,0,0,1,0,0
6.0,13.0,2017.0,88.28,13.0,70.19,5.0,88.28,13.0,70.4,5.0,0.42,65.3,0.71,0.63,0.0007,0.0083,0.37,1013.74,5.266666666666667,20.466666666666665,84.87,13.0,69.81,6.0,8.0,13.0,9.99,64.0,10.23,16.0,1.24,18.0,0.0,15.2,0,0,0,1,0,0,0,1,0
6.0,14.0,2017.0,95.91,13.0,69.42,23.0,95.91,13.0,69.42,23.0,0.6,66.84,0.76,0.66,0.0186,0.2143,1.0,1011.69,5.266666666666667,20.466666666666665,88.86,14.0,68.54,23.0,7.0,13.0,9.44,167.0,11.12,18.0,2.01,19.0,0.0,15.2,0,0,0,0,0,1,0,1,0
6.0,15.0,2017.0,89.45,15.0,67.23,8.0,89.45,15.0,69.57,0.0,0.52,64.9,0.68,0.69,0.0003,0.0021,0.26,1009.6,5.266666666666667,20.466666666666665,88.8,17.0,66.8,8.0,7.0,13.0,9.99,233.0,9.8,10.0,1.67,1.0,0.0,15.2,0,0,0,1,0,0,0,1,0
6.0,16.0,2017.0,87.47,17.0,70.88,7.0,87.47,17.0,67.23,8.0,0.65,63.65,0.66,0.73,0.0038,0.0323,0.82,1008.47,5.266666666666667,20.483333333333334,86.08,17.0,70.01,7.0,7.0,15.0,9.95,221.0,13.62,1.0,2.57,3.0,0.0,15.216666666666669,0,0,0,1,0,0,0,1,0
6.0,17.0,2017.0,90.1,15.0,71.8,6.0,90.1,15.0,70.88,7.0,0.74,68.73,0.75,0.76,0.0032,0.0337,0.89,1003.3,5.266666666666667,20.483333333333334,85.4,15.0,70.79,3.0,6.0,14.0,9.95,208.0,13.1,12.0,2.65,22.0,0.0,15.216666666666669,0,0,0,1,0,0,0,1,0
6.0,18.0,2017.0,77.25,15.0,63.26,6.0,77.25,15.0,70.56,23.0,0.71,62.07,0.69,0.8,0.0004,0.0074,0.48,1003.46,5.266666666666667,20.483333333333334,77.25,15.0,63.26,6.0,7.0,11.0,10.0,254.0,17.09,11.0,4.59,0.0,0.0,15.216666666666669,0,0,0,1,0,0,0,1,0
6.0,19.0,2017.0,77.18,14.0,58.41,5.0,77.18,14.0,62.7,23.0,0.55,56.26,0.66,0.84,0.0011,0.0094,0.52,1009.89,5.266666666666667,20.5,77.18,14.0,58.41,5.0,6.0,12.0,10.0,276.0,17.46,15.0,2.91,17.0,0.0,15.233333333333334,0,0,0,1,0,0,0,1,0
6.0,20.0,2017.0,78.56,12.0,56.71,5.0,78.56,12.0,58.41,5.0,0.3,55.53,0.72,0.87,0.0029,0.0259,0.44,1013.6,5.283333333333333,20.5,78.56,12.0,56.71,5.0,8.0,11.0,9.94,264.0,13.64,16.0,0.74,17.0,0.0,15.216666666666667,0,0,0,1,0,0,0,1,0
6.0,21.0,2017.0,77.98,15.0,69.95,23.0,77.98,15.0,56.71,5.0,0.35,56.78,0.69,0.91,0.0,0.0,0.0,1013.82,5.283333333333333,20.5,77.98,15.0,69.86,23.0,7.0,11.0,9.73,97.0,8.07,17.0,1.25,0.0,0.0,15.216666666666667,0,0,0,1,0,0,1,0,0
6.0,22.0,2017.0,92.75,15.0,67.65,7.0,92.75,15.0,70.31,0.0,0.57,68.72,0.7,0.95,0.0,0.0007,0.0,1008.73,5.283333333333333,20.5,86.97,15.0,66.84,7.0,6.0,11.0,10.0,200.0,16.01,16.0,5.42,17.0,0.0,15.216666666666667,0,0,0,1,0,0,1,0,0
6.0,23.0,2017.0,81.22,16.0,61.6,6.0,81.22,16.0,67.65,7.0,0.71,61.13,0.67,0.98,0.0162,0.2091,0.98,1005.56,5.283333333333333,20.5,81.22,16.0,61.6,6.0,9.0,13.0,9.54,281.0,14.11,20.0,2.67,7.0,0.0,15.216666666666667,0,0,0,0,0,1,0,1,0
6.0,24.0,2017.0,73.5,16.0,55.42,5.0,73.5,16.0,61.6,6.0,0.38,51.35,0.57,0.03,0.0,0.0,0.0,1014.11,5.3,20.516666666666666,73.5,16.0,55.42,5.0,6.0,12.0,9.99,281.0,17.36,18.0,4.55,0.0,0.0,15.216666666666665,0,0,0,1,0,0,1,0,0
6.0,25.0,2017.0,70.62,17.0,54.19,5.0,70.62,17.0,55.42,5.0,0.48,48.85,0.59,0.06,0.0,0.0,0.0,1018.42,5.3,20.516666666666666,70.62,17.0,54.19,5.0,6.0,11.0,10.0,273.0,14.71,12.0,4.62,0.0,0.0,15.216666666666665,0,0,0,1,0,0,1,0,0
6.0,26.0,2017.0,71.74,15.0,51.85,6.0,71.74,15.0,54.19,5.0,0.45,47.44,0.58,0.1,0.0,0.0,0.0,1018.3,5.3,20.516666666666666,71.74,15.0,51.85,6.0,6.0,11.0,10.0,291.0,17.05,14.0,3.61,0.0,0.0,15.216666666666665,0,0,0,1,0,0,1,0,0
6.0,27.0,2017.0,75.2,15.0,61.21,4.0,75.2,15.0,51.85,6.0,0.23,47.84,0.55,0.13,0.0,0.0,0.0,1018.48,5.316666666666666,20.516666666666666,75.2,15.0,61.21,4.0,8.0,11.0,10.0,268.0,9.09,11.0,0.9,0.0,0.0,15.2,0,0,0,1,0,0,1,0,0
6.0,28.0,2017.0,79.6,17.0,68.38,1.0,79.6,17.0,61.21,4.0,0.64,56.28,0.64,0.17,0.0062,0.0655,0.87,1012.95,5.316666666666666,20.516666666666666,79.37,17.0,67.8,1.0,5.0,13.0,9.9,183.0,18.97,16.0,5.16,13.0,0.0,15.2,0,0,0,0,0,1,0,1,0
6.0,29.0,2017.0,83.72,15.0,66.91,4.0,83.72,15.0,68.38,1.0,0.72,65.49,0.76,0.2,0.0109,0.09,0.93,1008.95,5.333333333333333,20.516666666666666,80.86,15.0,66.14,4.0,6.0,12.0,9.66,220.0,14.62,13.0,3.44,1.0,0.0,15.183333333333334,0,0,0,0,0,1,0,1,0
6.0,30.0,2017.0,82.76,14.0,66.54,6.0,82.76,14.0,66.91,4.0,0.68,67.39,0.82,0.24,0.0001,0.0012,0.09,1009.66,5.333333333333333,20.5,79.95,14.0,66.15,6.0,6.0,12.0,8.5,212.0,6.52,14.0,0.88,15.0,0.0,15.166666666666668,0,0,0,1,0,0,0,1,0
7.0,1.0,2017.0,81.91,14.0,61.48,6.0,81.91,14.0,66.54,6.0,0.29,59.91,0.63,0.27,0.0,0.0,0.0,1012.4,5.35,20.5,81.78,14.0,61.48,6.0,9.0,12.0,10.0,270.0,13.92,17.0,2.99,0.0,0.0,15.15,0,0,0,1,0,0,1,0,0
7.0,2.0,2017.0,88.49,17.0,66.97,5.0,88.49,17.0,61.48,6.0,0.22,59.97,0.63,0.3,0.0004,0.0058,0.27,1016.05,5.35,20.5,87.31,16.0,66.45,5.0,10.0,12.0,9.96,230.0,12.51,18.0,2.24,19.0,0.0,15.15,0,0,0,0,1,0,0,1,0
7.0,3.0,2017.0,78.4,14.0,65.44,5.0,78.4,14.0,66.97,5.0,0.64,63.54,0.77,0.33,0.0,0.0,0.0,1017.21,5.366666666666666,20.5,77.73,14.0,65.24,5.0,7.0,12.0,9.96,34.0,10.32,16.0,2.33,0.0,0.0,15.133333333333333,0,0,0,1,0,0,1,0,0
7.0,4.0,2017.0,83.86,14.0,68.26,5.0,83.86,14.0,65.44,5.0,0.56,64.64,0.75,0.36,0.0,0.0,0.0,1018.04,5.366666666666666,20.5,80.89,14.0,68.04,5.0,7.0,13.0,9.81,49.0,7.58,16.0,2.02,0.0,0.0,15.133333333333333,0,0,0,1,0,0,1,0,0
7.0,5.0,2017.0,87.21,14.0,70.26,6.0,87.21,14.0,68.26,5.0,0.5,63.25,0.64,0.39,0.0,0.0,0.0,1018.44,5.383333333333334,20.483333333333334,84.97,14.0,69.61,6.0,7.0,12.0,9.47,125.0,7.7,17.0,1.26,0.0,0.0,15.100000000000001,0,0,0,1,0,0,1,0,0
7.0,6.0,2017.0,94.82,17.0,76.55,6.0,94.82,17.0,70.26,6.0,0.3,67.2,0.64,0.42,0.0,0.0,0.0,1014.48,5.383333333333334,20.483333333333334,90.85,17.0,75.45,6.0,9.0,12.0,9.97,258.0,9.61,19.0,0.94,0.0,0.0,15.100000000000001,0,0,0,1,0,0,1,0,0
7.0,7.0,2017.0,86.04,12.0,62.16,6.0,86.04,12.0,67.39,23.0,0.56,66.93,0.71,0.45,0.0,0.0,0.0,1011.34,5.4,20.483333333333334,82.32,13.0,62.16,6.0,6.0,13.0,9.99,346.0,12.58,14.0,1.71,0.0,0.0,15.083333333333334,0,0,0,1,0,0,1,0,0
7.0,8.0,2017.0,76.7,15.0,61.39,5.0,76.7,15.0,62.16,6.0,0.24,55.73,0.64,0.48,0.0,0.0,0.0,1016.08,5.416666666666667,20.466666666666665,76.7,15.0,61.39,5.0,8.0,13.0,10.0,16.0,8.95,12.0,1.76,0.0,0.0,15.049999999999997,0,0,0,1,0,0,1,0,0
7.0,9.0,2017.0,84.92,18.0,68.03,7.0,84.92,18.0,61.39,5.0,0.31,57.51,0.56,0.52,0.0,0.0,0.0,1015.67,5.416666666666667,20.466666666666665,84.54,16.0,67.25,7.0,8.0,14.0,10.0,200.0,10.98,17.0,2.51,0.0,0.0,15.049999999999997,0,0,0,1,0,0,1,0,0
7.0,10.0,2017.0,85.37,15.0,71.01,6.0,85.37,15.0,68.03,7.0,0.71,68.75,0.8,0.55,0.0167,0.1606,1.0,1009.7,5.433333333333334,20.45,81.52,15.0,70.0,6.0,5.0,11.0,9.56,209.0,8.19,6.0,1.06,8.0,0.0,15.016666666666666,0,0,0,0,0,1,0,1,0
7.0,11.0,2017.0,88.87,14.0,73.45,6.0,88.87,14.0,71.01,6.0,0.69,70.41,0.82,0.58,0.0006,0.015,0.2,1011.09,5.45,20.45,83.49,14.0,72.34,6.0,6.0,14.0,9.35,203.0,9.03,17.0,0.88,23.0,0.0,15.0,0,0,0,1,0,0,0,1,0
7.0,12.0,2017.0,81.57,19.0,74.45,6.0,81.57,19.0,70.31,11.0,0.73,71.17,0.88,0.61,0.0203,0.1736,0.97,1012.27,5.466666666666667,20.433333333333334,78.52,19.0,73.22,6.0,5.0,12.0,9.6,187.0,10.32,9.0,2.12,11.0,0.0,14.966666666666667,0,0,0,0,0,1,0,1,0
7.0,13.0,2017.0,85.05,16.0,66.35,7.0,85.05,16.0,73.59,23.0,0.54,68.65,0.76,0.64,0.0016,0.0197,0.77,1014.49,5.466666666666667,20.433333333333334,82.59,16.0,66.11,7.0,7.0,13.0,9.95,254.0,12.98,1.0,3.36,1.0,0.0,14.966666666666667,0,0,0,1,0,0,0,1,0
7.0,14.0,2017.0,70.45,15.0,59.43,5.0,72.56,0.0,64.27,23.0,0.66,60.76,0.77,0.68,0.0,0.0,0.0,1019.03,5.483333333333333,20.416666666666668,70.45,15.0,59.43,5.0,6.0,13.0,9.98,331.0,11.15,10.0,2.73,0.0,0.0,14.933333333333334,0,0,0,1,0,0,1,0,0
7.0,15.0,2017.0,81.88,16.0,70.23,6.0,81.88,16.0,59.43,5.0,0.24,60.97,0.73,0.71,0.0,0.0,0.0,1019.09,5.5,20.416666666666668,80.48,16.0,69.77,6.0,7.0,12.0,9.97,248.0,7.78,15.0,1.06,0.0,0.0,14.916666666666668,0,0,0,1,0,0,1,0,0
7.0,16.0,2017.0,71.08,17.0,58.29,6.0,73.03,4.0,64.54,23.0,0.55,62.47,0.78,0.75,0.0001,0.0011,0.18,1016.2,5.516666666666667,20.4,70.89,17.0,58.29,6.0,5.0,13.0,10.0,9.0,13.22,18.0,3.04,5.0,0.0,14.883333333333333,0,0,0,1,0,0,0,1,0
7.0,17.0,2017.0,75.95,17.0,59.98,5.0,75.95,17.0,58.29,6.0,0.12,59.03,0.74,0.79,0.0,0.0,0.0,1017.18,5.533333333333333,20.383333333333333,75.91,17.0,59.98,5.0,9.0,12.0,9.95,15.0,7.84,14.0,1.95,0.0,0.0,14.85,0,0,0,1,0,0,1,0,0
7.0,18.0,2017.0,89.11,17.0,72.28,5.0,89.11,17.0,59.98,5.0,0.2,61.68,0.66,0.82,0.0,0.0,0.0,1017.3,5.55,20.383333333333333,87.9,17.0,71.53,5.0,10.0,13.0,8.98,206.0,6.36,16.0,0.49,0.0,0.0,14.833333333333332,0,0,0,0,1,0,1,0,0
7.0,19.0,2017.0,91.78,14.0,70.12,8.0,91.78,14.0,70.64,23.0,0.46,69.26,0.75,0.86,0.0094,0.2088,1.0,1017.86,5.55,20.366666666666667,85.6,14.0,69.03,8.0,7.0,15.0,9.84,354.0,7.55,17.0,0.63,23.0,0.0,14.816666666666666,0,0,0,0,0,1,0,1,0
7.0,20.0,2017.0,97.55,14.0,74.02,6.0,97.55,14.0,70.12,8.0,0.71,70.49,0.84,0.9,0.0286,0.2428,1.0,1015.1,5.566666666666666,20.35,87.64,14.0,72.8,6.0,8.0,12.0,9.18,216.0,13.21,13.0,1.15,9.0,0.0,14.783333333333335,0,0,0,0,0,1,0,1,0
7.0,21.0,2017.0,95.02,15.0,71.67,8.0,95.02,15.0,74.02,6.0,0.69,71.41,0.79,0.94,0.0147,0.1565,1.0,1013.73,5.583333333333333,20.333333333333332,87.77,15.0,70.59,8.0,7.0,12.0,9.3,123.0,7.45,13.0,1.23,23.0,0.0,14.75,0,0,0,0,0,1,0,1,0
7.0,22.0,2017.0,90.03,17.0,72.95,6.0,90.03,17.0,71.67,8.0,0.69,70.54,0.83,0.97,0.0301,0.176,1.0,1009.08,5.6,20.333333333333332,84.24,17.0,71.74,6.0,7.0,12.0,9.34,221.0,11.05,6.0,0.64,0.0,0.0,14.733333333333333,0,0,0,0,0,1,0,1,0
7.0,23.0,2017.0,90.64,14.0,67.08,7.0,90.64,14.0,71.1,23.0,0.51,68.3,0.76,0.01,0.0073,0.1222,0.76,1008.74,5.616666666666667,20.316666666666666,88.55,14.0,66.83,7.0,9.0,13.0,9.88,291.0,10.09,15.0,1.01,18.0,0.0,14.7,0,0,0,0,0,1,0,1,0
7.0,24.0,2017.0,72.54,16.0,61.6,6.0,72.54,16.0,66.79,23.0,0.69,61.13,0.76,0.05,0.0,0.0,0.0,1015.98,5.633333333333333,20.3,72.54,16.0,61.57,6.0,5.0,11.0,9.99,18.0,12.94,10.0,4.35,0.0,0.0,14.666666666666668,0,0,0,1,0,0,1,0,0
7.0,25.0,2017.0,81.13,16.0,66.57,6.0,81.13,16.0,61.6,6.0,0.19,59.21,0.67,0.09,0.0,0.0,0.0,1021.02,5.65,20.283333333333335,80.43,15.0,66.42,6.0,9.0,12.0,10.0,139.0,10.89,17.0,2.49,0.0,0.0,14.633333333333335,0,0,0,1,0,0,1,0,0
7.0,26.0,2017.0,89.73,14.0,73.72,6.0,89.73,14.0,66.57,6.0,0.54,66.43,0.73,0.12,0.0,0.0003,0.0,1017.14,5.666666666666667,20.266666666666666,84.47,14.0,72.41,6.0,7.0,12.0,9.89,185.0,7.87,13.0,2.25,23.0,0.0,14.599999999999998,0,0,0,1,0,0,1,0,0
7.0,27.0,2017.0,79.91,13.0,69.54,5.0,79.91,13.0,70.27,23.0,0.63,68.17,0.8,0.16,0.0027,0.0369,0.95,1013.24,5.683333333333334,20.25,78.77,13.0,68.88,6.0,5.0,11.0,8.59,10.0,14.63,17.0,3.39,1.0,0.0,14.566666666666666,0,0,0,1,0,0,0,1,0
7.0,28.0,2017.0,77.18,14.0,63.23,6.0,77.18,14.0,69.28,23.0,0.29,63.17,0.73,0.19,0.0,0.0,0.0,1014.83,5.7,20.233333333333334,76.8,14.0,63.23,6.0,8.0,13.0,10.0,19.0,14.75,16.0,5.27,0.0,0.0,14.533333333333335,0,0,0,1,0,0,1,0,0
7.0,29.0,2017.0,76.54,16.0,62.06,6.0,76.54,16.0,63.23,6.0,0.15,56.73,0.62,0.22,0.0,0.0,0.0,1019.25,5.716666666666667,20.216666666666665,76.54,16.0,62.02,6.0,8.0,12.0,10.0,46.0,13.18,10.0,3.59,0.0,0.0,14.499999999999998,0,0,0,1,0,0,1,0,0
7.0,30.0,2017.0,81.93,15.0,64.63,6.0,81.93,15.0,62.06,6.0,0.3,60.92,0.69,0.25,0.0,0.0,0.0,1021.83,5.733333333333333,20.2,81.01,15.0,64.45,6.0,7.0,11.0,10.0,32.0,6.8,16.0,1.1,0.0,0.0,14.466666666666665,0,0,0,1,0,0,1,0,0
7.0,31.0,2017.0,83.43,16.0,68.66,6.0,83.43,16.0,64.63,6.0,0.47,61.24,0.65,0.28,0.0,0.0,0.0,1021.2,5.75,20.183333333333334,82.88,16.0,68.28,6.0,6.0,11.0,9.98,118.0,7.08,15.0,0.22,0.0,0.0,14.433333333333334,0,0,0,1,0,0,1,0,0
8.0,1.0,2017.0,84.78,14.0,67.24,6.0,84.78,14.0,68.66,6.0,0.55,64.43,0.69,0.31,0.0,0.0,0.0,1017.77,5.766666666666667,20.166666666666668,82.87,14.0,66.62,6.0,6.0,11.0,9.92,206.0,6.92,15.0,0.66,0.0,0.0,14.400000000000002,0,0,0,1,0,0,1,0,0
8.0,2.0,2017.0,86.77,15.0,69.76,6.0,86.77,15.0,67.24,6.0,0.42,65.83,0.74,0.34,0.0,0.0,0.0,1016.06,5.783333333333333,20.15,84.8,15.0,68.9,6.0,6.0,12.0,9.51,286.0,8.19,16.0,0.16,0.0,0.0,14.366666666666665,0,0,0,1,0,0,1,0,0
8.0,3.0,2017.0,85.87,12.0,56.22,7.0,85.87,12.0,68.3,23.0,0.68,67.37,0.82,0.37,0.0133,0.1037,0.82,1013.14,5.8,20.116666666666667,82.69,12.0,56.22,7.0,6.0,12.0,9.32,175.0,12.93,18.0,1.97,22.0,0.0,14.316666666666666,0,0,0,0,0,1,0,1,0
8.0,4.0,2017.0,65.82,19.0,58.09,6.0,65.82,19.0,56.22,7.0,0.74,53.03,0.76,0.4,0.0,0.0,0.0,1012.05,5.816666666666666,20.1,65.82,19.0,58.09,6.0,4.0,11.0,9.95,269.0,16.86,14.0,5.21,0.0,0.0,14.283333333333335,0,0,0,1,0,0,1,0,0
8.0,5.0,2017.0,78.08,15.0,63.95,5.0,78.08,15.0,58.09,6.0,0.31,56.3,0.67,0.43,0.0,0.0,0.0,1016.5,5.833333333333333,20.083333333333332,78.08,15.0,63.95,5.0,8.0,12.0,10.0,250.0,9.66,15.0,2.1,0.0,0.0,14.25,0,0,0,1,0,0,1,0,0
8.0,6.0,2017.0,75.46,17.0,62.35,3.0,75.46,17.0,63.95,5.0,0.56,58.95,0.71,0.46,0.0,0.0,0.0,1016.53,5.85,20.066666666666666,75.46,17.0,62.35,3.0,6.0,12.0,10.0,179.0,7.71,13.0,1.39,0.0,0.0,14.216666666666667,0,0,0,1,0,0,1,0,0
8.0,7.0,2017.0,73.92,15.0,55.73,6.0,73.92,15.0,61.78,23.0,0.54,58.08,0.72,0.5,0.0,0.0,0.0,1017.46,5.866666666666667,20.05,73.89,16.0,55.73,6.0,6.0,13.0,9.98,18.0,11.14,18.0,2.25,0.0,0.0,14.183333333333334,0,0,0,1,0,0,1,0,0
8.0,8.0,2017.0,81.01,16.0,60.53,6.0,81.01,16.0,55.73,6.0,0.19,54.95,0.62,0.53,0.0,0.0,0.0,1020.84,5.883333333333333,20.016666666666666,80.87,16.0,60.53,6.0,8.0,12.0,10.0,299.0,6.85,13.0,0.8,0.0,0.0,14.133333333333333,0,0,0,1,0,0,1,0,0
8.0,9.0,2017.0,81.25,16.0,61.6,6.0,81.25,16.0,60.53,6.0,0.36,58.73,0.66,0.56,0.0,0.0,0.0,1021.04,5.9,20.0,80.63,16.0,61.6,6.0,6.0,11.0,9.98,188.0,7.18,15.0,0.4,0.0,0.0,14.1,0,0,0,1,0,0,1,0,0
8.0,10.0,2017.0,84.67,15.0,66.91,6.0,84.67,15.0,61.6,6.0,0.43,61.24,0.68,0.6,0.0003,0.0039,0.16,1017.17,5.916666666666667,19.983333333333334,83.32,15.0,66.46,6.0,7.0,12.0,9.86,201.0,11.56,17.0,2.16,19.0,0.0,14.066666666666666,0,0,0,1,0,0,0,1,0
8.0,11.0,2017.0,76.14,12.0,60.2,6.0,76.14,12.0,66.91,6.0,0.64,61.9,0.74,0.63,0.0,0.0,0.0,1015.01,5.933333333333334,19.95,76.06,12.0,60.2,6.0,6.0,13.0,9.99,303.0,10.81,13.0,2.19,0.0,0.0,14.016666666666666,0,0,0,1,0,0,1,0,0
8.0,12.0,2017.0,73.56,17.0,57.05,6.0,73.56,17.0,60.2,6.0,0.3,57.8,0.73,0.67,0.0,0.0,0.0,1017.34,5.95,19.933333333333334,73.56,17.0,57.05,6.0,5.0,11.0,10.0,350.0,14.3,10.0,2.42,0.0,0.0,13.983333333333334,0,0,0,1,0,0,1,0,0
8.0,13.0,2017.0,75.95,14.0,62.47,6.0,75.95,14.0,57.05,6.0,0.38,56.59,0.69,0.7,0.0,0.0,0.0,1017.13,5.966666666666667,19.916666666666668,75.95,14.0,62.47,6.0,6.0,12.0,9.95,76.0,5.76,17.0,0.74,0.0,0.0,13.950000000000001,0,0,0,1,0,0,1,0,0
8.0,14.0,2017.0,83.01,16.0,68.35,6.0,83.01,16.0,62.47,6.0,0.6,61.48,0.69,0.74,0.0,0.0,0.0,1011.73,5.983333333333333,19.883333333333333,81.96,16.0,67.62,6.0,6.0,13.0,10.0,195.0,7.18,15.0,1.02,0.0,0.0,13.899999999999999,0,0,0,1,0,0,1,0,0
8.0,15.0,2017.0,83.34,14.0,67.3,4.0,83.34,14.0,68.35,6.0,0.37,65.62,0.77,0.78,0.0,0.0,0.0,1012.64,6.0,19.866666666666667,81.14,14.0,66.89,4.0,6.0,12.0,9.61,29.0,11.05,17.0,1.66,0.0,0.0,13.866666666666667,0,0,0,1,0,0,1,0,0
8.0,16.0,2017.0,91.01,14.0,73.21,8.0,91.01,14.0,67.3,4.0,0.48,68.09,0.78,0.81,0.0034,0.0431,0.9,1013.93,6.016666666666667,19.833333333333332,86.21,15.0,71.97,8.0,8.0,12.0,9.64,122.0,10.68,15.0,1.85,18.0,0.0,13.816666666666666,0,0,0,0,0,1,0,1,0
8.0,17.0,2017.0,83.72,14.0,66.81,6.0,83.72,14.0,73.21,8.0,0.76,68.66,0.78,0.85,0.0014,0.016,0.79,1007.44,6.033333333333333,19.816666666666666,80.93,15.0,66.32,6.0,5.0,13.0,9.83,224.0,17.45,16.0,5.09,8.0,0.0,13.783333333333333,0,0,0,1,0,0,0,1,0
8.0,18.0,2017.0,82.67,17.0,63.61,6.0,82.67,17.0,66.81,6.0,0.5,62.89,0.7,0.89,0.0,0.0,0.0,1009.95,6.066666666666666,19.783333333333335,81.75,17.0,63.47,7.0,6.0,14.0,10.0,273.0,11.99,16.0,4.04,0.0,0.0,13.716666666666669,0,0,0,1,0,0,1,0,0
8.0,19.0,2017.0,82.02,15.0,63.26,6.0,82.02,15.0,63.61,6.0,0.2,60.2,0.66,0.93,0.0,0.0,0.0,1013.51,6.083333333333333,19.766666666666666,81.93,15.0,63.26,6.0,8.0,12.0,9.99,15.0,5.47,18.0,0.56,0.0,0.0,13.683333333333334,1,0,0,0,0,0,1,0,0
8.0,20.0,2017.0,91.27,14.0,71.87,6.0,91.27,14.0,63.26,6.0,0.45,65.03,0.71,0.96,0.0,0.0,0.0,1016.1,6.1,19.733333333333334,87.21,14.0,70.84,6.0,6.0,12.0,9.96,182.0,6.89,14.0,1.25,0.0,0.0,13.633333333333335,0,0,0,1,0,0,1,0,0
